# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = sporadic_survival_model
# start_datetime = 2022-07-11 18:20:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = sporadic-survival.data.json
# init = 2 (Default)
# random
#   seed = 4121395905 (Default)
# output
#   file = sporadic-survival-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lambda.1,lambda.2,lambda.3,lambda.4,delta,theta,model_surv_1y.1,model_surv_1y.2,model_surv_1y.3,model_surv_1y.4,model_surv_5y.1,model_surv_5y.2,model_surv_5y.3,model_surv_5y.4
# Adaptation terminated
# Step size = 0.114315
# Diagonal elements of inverse mass matrix:
# 0.0102392, 0.00877644, 0.00982526, 0.0179169, 0.226457, 0.0271319
-27.5112,0.800104,0.114315,3,7,0,30.0802,0.0180121,0.112327,0.395852,0.897421,6.95271,0.621529,0.98477,0.910922,0.736217,0.536804,0.918354,0.625238,0.282525,0.121686
-30.187,0.98639,0.114315,5,47,0,35.1058,0.0170328,0.105227,0.502817,1.23603,3.30438,0.820723,0.988074,0.930536,0.73686,0.53547,0.925446,0.660651,0.270105,0.12027
-28.231,0.9922,0.114315,5,31,0,30.7856,0.017714,0.113474,0.495933,1.11813,4.09883,0.908355,0.986715,0.920603,0.726741,0.54383,0.922036,0.644736,0.28422,0.144697
-29.9653,0.762388,0.114315,5,47,0,35.6277,0.016446,0.111554,0.426325,1.01514,4.85136,0.660458,0.987063,0.917592,0.738629,0.531334,0.926028,0.632692,0.274775,0.113965
-26.5628,0.996659,0.114315,4,31,0,31.6855,0.0175776,0.0968955,0.417461,0.924212,6.16449,0.662446,0.98545,0.924053,0.731404,0.539419,0.920605,0.66489,0.277774,0.125547
-27.9562,0.894364,0.114315,3,7,0,28.8221,0.0175702,0.0933628,0.432914,0.918572,6.23802,0.692328,0.985427,0.92657,0.724418,0.543005,0.920699,0.674992,0.274281,0.131698
-28.8903,0.992761,0.114315,5,63,0,31.4962,0.0200327,0.142724,0.524438,1.22545,3.3743,0.893527,0.985905,0.907681,0.729374,0.541335,0.913517,0.591363,0.272811,0.132847
-30.9339,0.407947,0.114315,4,23,0,35.6681,0.0189083,0.117379,0.591924,1.50316,2.79403,0.970448,0.987613,0.928125,0.724926,0.526176,0.919234,0.646098,0.264042,0.124625
-29.7995,0.96206,0.114315,5,63,0,34.169,0.0227332,0.124196,0.48502,1.13428,3.76792,0.859468,0.983435,0.915652,0.735225,0.544624,0.902195,0.621536,0.282259,0.135675
-27.2776,0.994824,0.114315,5,31,0,31.2425,0.0167461,0.105172,0.448792,0.971186,5.85609,0.737046,0.986275,0.919041,0.721293,0.536192,0.924457,0.649662,0.274209,0.13211
-29.2531,0.750694,0.114315,5,63,0,32.6945,0.0181869,0.106027,0.420143,0.955394,6.8542,0.651818,0.984664,0.915863,0.725463,0.523322,0.917749,0.641648,0.273509,0.118495
-28.6571,0.948512,0.114315,4,19,0,33.3822,0.0176347,0.100957,0.416422,0.849212,9.03974,0.65274,0.984519,0.916495,0.718326,0.542883,0.91954,0.651915,0.273966,0.134345
-28.0866,0.998664,0.114315,3,7,0,30.1425,0.0175146,0.100635,0.40936,0.860667,9.66536,0.681691,0.984504,0.916213,0.721214,0.539425,0.920033,0.653898,0.282749,0.137363
-26.3452,0.854911,0.114315,3,11,0,31.3065,0.0177182,0.103439,0.392453,0.869735,8.04842,0.599225,0.984675,0.915634,0.732337,0.536244,0.919224,0.64364,0.279646,0.12144
-26.6149,0.961612,0.114315,3,7,0,27.1636,0.0178401,0.102762,0.403912,0.834859,7.75378,0.598405,0.984653,0.916571,0.727497,0.54912,0.918776,0.645472,0.272627,0.127502
-28.306,0.792563,0.114315,5,55,0,34.5688,0.0204794,0.121315,0.491023,1.20852,3.78188,0.836989,0.985033,0.917282,0.731831,0.526804,0.910981,0.6258,0.275869,0.124081
-26.5595,0.967346,0.114315,4,23,0,29.3951,0.0196899,0.123023,0.486016,1.08123,4.16503,0.823469,0.985177,0.913812,0.726839,0.543287,0.913683,0.620274,0.274582,0.134917
-27.9626,0.94483,0.114315,5,31,0,28.9322,0.0155239,0.105718,0.437641,1.02458,5.19575,0.735533,0.987587,0.92061,0.732173,0.530388,0.929925,0.649439,0.280863,0.125344
-29.1894,0.95305,0.114315,2,3,0,29.4891,0.0155206,0.105336,0.434415,1.03735,5.23564,0.743315,0.987568,0.920769,0.733532,0.5273,0.929938,0.650655,0.283816,0.124997
-27.2544,0.998626,0.114315,5,31,0,29.6905,0.0154625,0.110059,0.45659,0.983022,5.04296,0.750202,0.987722,0.918183,0.725618,0.544722,0.9303,0.640849,0.273961,0.133697
-27.5412,0.943856,0.114315,5,31,0,30.0989,0.0195617,0.111413,0.390331,0.824423,8.71104,0.591115,0.982922,0.908664,0.730842,0.546948,0.911231,0.623861,0.279038,0.127551
-30.0545,0.958703,0.114315,4,15,0,32.5898,0.022309,0.102225,0.390656,0.851139,7.96461,0.580473,0.980791,0.916609,0.73299,0.540975,0.899923,0.645579,0.277494,0.121162
-32.6739,0.941511,0.114315,5,31,0,35.5891,0.0137872,0.100866,0.379214,0.77025,23.2824,0.598021,0.986943,0.910427,0.720119,0.543167,0.93521,0.645688,0.283736,0.136993
-27.4587,0.996385,0.114315,5,31,0,34.0549,0.017157,0.102755,0.401627,0.838232,9.97573,0.658485,0.98476,0.914206,0.723613,0.543435,0.921439,0.647401,0.283156,0.137008
-30.3797,0.917317,0.114315,5,47,0,32.0258,0.0157177,0.116029,0.434367,1.03327,5.17995,0.807489,0.987448,0.913791,0.73616,0.534944,0.92929,0.631102,0.294572,0.136534
-32.9189,0.958653,0.114315,4,15,0,34.998,0.0136145,0.111326,0.48456,1.06503,4.35136,0.734611,0.989574,0.920182,0.72153,0.53516,0.938533,0.638814,0.259606,0.121445
-28.1417,0.994999,0.114315,5,31,0,35.7908,0.0159618,0.113857,0.387732,0.845161,7.75876,0.572689,0.986247,0.908126,0.735122,0.543421,0.926753,0.617823,0.278157,0.12086
-28.0454,0.965186,0.114315,4,15,0,29.8583,0.0152681,0.106725,0.385767,0.861954,9.60518,0.606887,0.986471,0.911298,0.731204,0.532384,0.929504,0.635205,0.28422,0.123496
-31.8899,0.940532,0.114315,5,31,0,34.815,0.0187941,0.0945669,0.368956,0.749659,31.7918,0.50331,0.982043,0.914352,0.719963,0.538669,0.912788,0.655898,0.272864,0.122714
-29.2413,0.998809,0.114315,4,23,0,32.9541,0.0149175,0.0988121,0.370004,0.809592,10.1833,0.513562,0.986684,0.916599,0.735356,0.539244,0.930734,0.648877,0.277644,0.115021
-27.9492,0.999146,0.114315,4,15,0,29.8639,0.0153123,0.0948031,0.382965,0.812182,12.6958,0.584139,0.986051,0.91837,0.725863,0.538347,0.92891,0.661952,0.280648,0.127301
-26.7547,0.904999,0.114315,5,31,0,30.8425,0.019291,0.104106,0.392451,0.868335,8.07487,0.60154,0.983326,0.915098,0.732314,0.536757,0.912563,0.642148,0.280039,0.122088
-27.3636,0.952046,0.114315,4,31,0,30.387,0.0179959,0.0964295,0.422277,0.915088,7.06139,0.712854,0.984755,0.922796,0.725426,0.539006,0.918685,0.667538,0.282687,0.13525
-27.121,0.968382,0.114315,5,31,0,29.112,0.0174826,0.118152,0.448459,1.01511,4.42768,0.702745,0.986581,0.915172,0.735098,0.543115,0.9221,0.621964,0.271367,0.122082
-29.2997,0.9533,0.114315,3,15,0,31.9841,0.0170472,0.130573,0.445323,0.967057,4.78014,0.698568,0.986648,0.905206,0.731898,0.548745,0.923653,0.595279,0.271368,0.127316
-30.2042,0.991861,0.114315,3,7,0,31.3282,0.0173681,0.135794,0.433353,0.965633,5.62123,0.73502,0.98589,0.898426,0.730306,0.540213,0.921945,0.586038,0.282293,0.132801
-30.5947,0.985651,0.114315,3,7,0,31.0108,0.0173236,0.135119,0.437823,0.946544,5.96141,0.740186,0.985758,0.897773,0.725713,0.542076,0.921994,0.587149,0.280267,0.136149
-27.8659,0.945297,0.114315,3,15,0,32.0397,0.0176227,0.125927,0.4435,1.00493,4.63011,0.697797,0.986314,0.909004,0.734521,0.541346,0.921351,0.604934,0.27255,0.122202
-29.3076,0.87454,0.114315,4,23,0,33.0665,0.0194673,0.118096,0.462977,1.00437,5.15494,0.845238,0.984518,0.912614,0.72491,0.54577,0.913896,0.629123,0.286426,0.146815
-29.7006,0.967373,0.114315,4,31,0,33.2632,0.0190069,0.117738,0.430139,0.875744,5.8203,0.622178,0.984453,0.909797,0.726375,0.553982,0.914626,0.614731,0.263965,0.126315
-30.7295,0.973177,0.114315,3,7,0,35.4202,0.0188944,0.112145,0.40881,0.942445,5.28337,0.589222,0.984854,0.915335,0.740373,0.537983,0.915267,0.626073,0.271284,0.110543
-26.9517,0.825649,0.114315,3,15,0,33.7476,0.0183879,0.104068,0.400161,0.890844,8.53994,0.670498,0.983985,0.914759,0.728935,0.53372,0.916507,0.645819,0.286998,0.130728
-27.3627,0.938442,0.114315,4,31,0,30.1056,0.0170642,0.110641,0.442248,1.01964,4.58968,0.686757,0.986772,0.919394,0.73524,0.537321,0.923678,0.636919,0.271385,0.11841
-26.7414,0.933501,0.114315,3,15,0,30.6084,0.0170582,0.116813,0.442556,0.994589,4.92499,0.681151,0.98654,0.913771,0.730927,0.537412,0.923465,0.622238,0.26944,0.120203
-26.0652,0.930571,0.114315,4,31,0,29.2812,0.0163405,0.105822,0.442846,0.968942,5.27212,0.715627,0.986897,0.920225,0.728363,0.542116,0.926383,0.647968,0.274578,0.129346
-26.4341,0.673324,0.114315,4,19,0,31.4554,0.0199285,0.115353,0.448535,1.0169,5.07278,0.782932,0.984208,0.914558,0.730026,0.538421,0.911841,0.631274,0.283443,0.134658
-30.6597,0.657307,0.114315,4,31,0,32.2166,0.0213687,0.115615,0.42844,0.964286,6.129,0.651863,0.982377,0.910559,0.725923,0.527353,0.904821,0.620848,0.269768,0.117816
-33.6905,0.902711,0.114315,2,3,0,34.6261,0.0213639,0.114538,0.420379,0.973456,4.53236,0.647792,0.983536,0.916895,0.744846,0.547141,0.905869,0.626066,0.27671,0.117817
-31.2828,0.861811,0.114315,5,31,0,38.0601,0.0223596,0.117392,0.465353,0.987808,4.74595,0.806219,0.982599,0.914576,0.727024,0.553015,0.902394,0.629105,0.279752,0.143124
-33.5134,0.620254,0.114315,2,7,0,38.7802,0.0232465,0.125254,0.459354,1.04084,5.2093,0.745863,0.981505,0.907159,0.722511,0.527038,0.898215,0.608229,0.271527,0.125026
-33.206,0.887501,0.114315,5,31,0,38.6546,0.0134061,0.100924,0.438893,0.989651,6.38119,0.716069,0.988802,0.920789,0.72145,0.523989,0.938509,0.657688,0.275012,0.125401
-28.3614,0.988731,0.114315,5,31,0,34.0378,0.0144118,0.105956,0.390037,0.854782,7.97016,0.609197,0.987524,0.913875,0.734248,0.542365,0.933525,0.638272,0.283025,0.125866
-28.0558,0.958965,0.114315,5,31,0,31.0564,0.0157926,0.104223,0.392879,0.807176,8.26591,0.545156,0.986267,0.914547,0.729459,0.550909,0.927302,0.638416,0.269361,0.122294
-30.0342,0.976153,0.114315,4,15,0,31.5819,0.0144623,0.111946,0.370591,0.791183,13.4449,0.574343,0.986754,0.904276,0.731408,0.543342,0.932565,0.619404,0.286993,0.129339
-28.0414,0.993438,0.114315,5,31,0,33.0433,0.0207189,0.103125,0.396614,0.871137,7.30204,0.582742,0.98237,0.916965,0.732801,0.538888,0.906734,0.644113,0.274739,0.118584
-28.2155,0.993082,0.114315,5,31,0,31.64,0.0159449,0.108257,0.377408,0.816389,13.8028,0.601727,0.985384,0.907132,0.72807,0.536488,0.926105,0.629639,0.287129,0.129602
-27.8758,0.96815,0.114315,5,63,0,29.6541,0.0192042,0.101588,0.435166,0.975499,6.40312,0.75329,0.984022,0.920373,0.724387,0.531054,0.91402,0.65805,0.283288,0.133822
-28.304,0.964318,0.114315,5,31,0,29.4815,0.0156249,0.107156,0.3979,0.872342,7.89221,0.564974,0.9865,0.912921,0.728918,0.533109,0.928161,0.632844,0.270137,0.114742
-27.059,0.993153,0.114315,5,31,0,28.8959,0.016776,0.107442,0.391119,0.828567,10.7356,0.632547,0.984975,0.909826,0.726552,0.541932,0.92289,0.63449,0.284741,0.133762
-27.9791,0.975541,0.114315,4,23,0,29.9857,0.0159158,0.102132,0.397375,0.868619,9.37938,0.680454,0.98595,0.915333,0.728152,0.537886,0.926921,0.650417,0.289857,0.135877
-28.8712,0.90257,0.114315,2,3,0,29.2159,0.015869,0.102317,0.39628,0.858158,9.01761,0.687654,0.986058,0.915597,0.730007,0.54324,0.927201,0.650586,0.291975,0.139128
-27.8427,0.961652,0.114315,4,31,0,30.6549,0.0162858,0.0974031,0.387873,0.816759,9.06029,0.606114,0.98568,0.919064,0.731573,0.549312,0.925179,0.658114,0.283056,0.131631
-28.1019,0.942012,0.114315,5,51,0,29.8606,0.0154314,0.109047,0.400881,0.840335,7.5599,0.630149,0.986755,0.912272,0.730988,0.551283,0.929238,0.632657,0.280321,0.132524
-28.3555,0.999924,0.114315,5,31,0,30.498,0.0161429,0.0960548,0.392694,0.84047,11.7489,0.601477,0.985405,0.917958,0.722671,0.532496,0.925423,0.659992,0.277822,0.125594
-26.0683,0.955237,0.114315,5,63,0,29.0485,0.0175024,0.110948,0.409411,0.895731,7.67954,0.653197,0.984968,0.910748,0.726879,0.53527,0.920404,0.629603,0.279145,0.127251
-27.145,0.929349,0.114315,4,23,0,29.1173,0.0168932,0.10754,0.417986,0.879912,7.92327,0.695389,0.985423,0.91307,0.72301,0.542463,0.92306,0.639653,0.281311,0.137318
-27.4064,0.991687,0.114315,2,3,0,27.4829,0.0168918,0.107602,0.419566,0.879559,8.06716,0.692605,0.985387,0.912803,0.72155,0.54154,0.923025,0.639234,0.279822,0.1368
-26.9343,0.97432,0.114315,4,31,0,28.6899,0.0173495,0.107553,0.41265,0.940471,5.93275,0.684791,0.985745,0.916964,0.736139,0.53916,0.921731,0.641193,0.284767,0.127307
-26.3599,0.987593,0.114315,5,55,0,28.2071,0.0194682,0.116111,0.489007,1.16941,3.84238,0.837313,0.985691,0.920178,0.731534,0.533201,0.914964,0.636162,0.276593,0.127994
-27.9507,0.930546,0.114315,4,31,0,29.7198,0.0193793,0.125197,0.446729,1.01842,5.20912,0.800844,0.984545,0.907429,0.730069,0.537636,0.914062,0.611964,0.287052,0.137324
-26.0994,0.868926,0.114315,4,31,0,30.4764,0.018972,0.112034,0.468408,1.06518,4.41692,0.753526,0.985467,0.919458,0.728166,0.535454,0.916128,0.638184,0.270245,0.124537
-26.383,0.863148,0.114315,3,7,0,28.6389,0.0197117,0.112325,0.473929,1.05861,4.54044,0.776255,0.9848,0.918767,0.724888,0.536609,0.913089,0.638543,0.271174,0.12899
-26.6112,0.953889,0.114315,3,15,0,28.6885,0.0196226,0.118602,0.466503,1.07565,4.17413,0.74594,0.985209,0.916347,0.732306,0.537583,0.913666,0.624448,0.270563,0.122462
-27.5432,0.957311,0.114315,4,15,0,29.9225,0.0213275,0.122618,0.455645,1.02635,4.7941,0.775908,0.983344,0.910761,0.729682,0.539886,0.906349,0.616411,0.279311,0.132621
-27.1067,0.785953,0.114315,5,63,0,31.2269,0.0168445,0.112594,0.41672,0.90293,5.80428,0.657356,0.986212,0.913626,0.734225,0.549012,0.923839,0.628376,0.277847,0.128304
-26.4549,0.991892,0.114315,5,63,0,27.6597,0.0169399,0.108979,0.407358,0.870147,7.75288,0.671234,0.985426,0.912166,0.728232,0.544295,0.922832,0.635098,0.283437,0.134707
-28.1172,0.917817,0.114315,4,31,0,30.1019,0.0186151,0.107397,0.410251,0.90568,8.7919,0.678659,0.98373,0.911955,0.723196,0.528832,0.915524,0.638373,0.282231,0.129704
-26.3676,0.984069,0.114315,4,23,0,28.774,0.0175898,0.101538,0.408639,0.897558,6.66046,0.606452,0.985229,0.919413,0.730789,0.53773,0.920194,0.649981,0.272357,0.119122
-27.3804,0.986726,0.114315,4,31,0,30.8699,0.0149369,0.109527,0.422429,0.895646,6.99199,0.667283,0.987335,0.913074,0.724122,0.541187,0.931607,0.634345,0.274788,0.130245
-28.9277,0.929356,0.114315,5,63,0,33.1437,0.0230966,0.117876,0.525662,1.2298,3.4992,0.902376,0.983582,0.921576,0.726367,0.537046,0.90137,0.637622,0.273199,0.1334
-26.3153,0.862424,0.114315,5,31,0,31.5702,0.0202984,0.108945,0.467807,1.06592,4.52345,0.788678,0.984371,0.921144,0.728167,0.536293,0.910771,0.646617,0.276199,0.130224
-26.116,0.92296,0.114315,5,63,0,27.7925,0.0194601,0.104923,0.458008,1.02007,4.78479,0.746267,0.984786,0.922666,0.727745,0.539,0.913817,0.652669,0.273147,0.128368
-25.7351,0.972485,0.114315,3,15,0,27.3772,0.0186689,0.110575,0.446374,1.01381,4.7438,0.732739,0.985426,0.918933,0.73298,0.540105,0.917049,0.639363,0.276803,0.126922
-26.9594,0.925714,0.114315,5,63,0,27.9115,0.015991,0.113275,0.415931,0.938099,6.7323,0.686462,0.986539,0.910941,0.729425,0.532496,0.927204,0.627396,0.282103,0.127273
-26.7999,0.968507,0.114315,4,31,0,29.2507,0.0175881,0.104881,0.396406,0.895877,7.2645,0.625743,0.985019,0.915864,0.734511,0.535393,0.920069,0.642413,0.282591,0.122491
-28.1971,0.994917,0.114315,4,31,0,29.5662,0.0166658,0.103183,0.400574,0.812438,8.08141,0.549046,0.985561,0.915607,0.726194,0.550426,0.923574,0.641331,0.265363,0.122141
-30.0527,0.98573,0.114315,4,31,0,35.069,0.016957,0.0898647,0.35983,0.725346,21.1235,0.462223,0.984035,0.919476,0.727547,0.549249,0.92091,0.667158,0.272556,0.120424
-32.9808,0.757084,0.114315,3,15,0,35.1337,0.0167371,0.0989477,0.349169,0.699635,20.2947,0.465048,0.984272,0.912049,0.734493,0.560412,0.921914,0.643197,0.281254,0.127031
-29.994,0.972134,0.114315,4,31,0,35.6303,0.0152645,0.0917469,0.377779,0.809356,16.9842,0.598349,0.985798,0.919271,0.724595,0.534296,0.928884,0.669587,0.285573,0.129847
-28.4019,0.999945,0.114315,4,15,0,31.4512,0.0157875,0.0928078,0.37733,0.800628,14.997,0.581679,0.985436,0.918981,0.726071,0.538236,0.926657,0.666372,0.283311,0.128633
-28.7587,0.908653,0.114315,3,7,0,29.7821,0.0157619,0.0931556,0.380181,0.78224,14.972,0.581903,0.985461,0.918707,0.724508,0.54477,0.926771,0.665487,0.281455,0.132295
-28.4381,0.986056,0.114315,5,31,0,30.1061,0.0161843,0.0901717,0.375262,0.801532,10.6855,0.549312,0.985496,0.923193,0.732486,0.543769,0.925221,0.673,0.280307,0.123221
-29.9538,0.995177,0.114315,4,15,0,30.98,0.0164956,0.0845427,0.38943,0.817439,10.7379,0.567198,0.985215,0.927725,0.725175,0.539743,0.923913,0.688991,0.274134,0.123607
-29.9132,0.97929,0.114315,5,63,0,34.3745,0.0196369,0.137714,0.461663,1.05719,4.70293,0.771992,0.984719,0.901217,0.727991,0.533554,0.91325,0.587049,0.27591,0.128168
-29.3885,0.827344,0.114315,5,63,0,33.3747,0.0151471,0.0930952,0.422414,0.906277,6.07437,0.683041,0.987477,0.927096,0.730303,0.547381,0.931028,0.675426,0.27868,0.132126
-26.5461,0.995194,0.114315,4,31,0,31.6721,0.0170053,0.0974307,0.399552,0.851255,7.53922,0.601641,0.985424,0.920944,0.730808,0.545388,0.922403,0.658932,0.276082,0.125324
-27.819,0.983904,0.114315,4,31,0,29.0718,0.0200061,0.0956929,0.400772,0.842705,9.02382,0.619638,0.982466,0.920472,0.725304,0.542087,0.909408,0.663127,0.277389,0.129418
-28.8542,0.976342,0.114315,3,7,0,29.9531,0.0198234,0.0945394,0.395888,0.8353,7.76776,0.542924,0.982958,0.922642,0.729746,0.543941,0.910178,0.662994,0.267447,0.116987
-29.7624,0.92958,0.114315,2,3,0,30.2644,0.0199089,0.0942036,0.383729,0.848148,7.69023,0.546534,0.982911,0.923019,0.736698,0.540476,0.909854,0.664115,0.276087,0.115468
-29.3641,0.972693,0.114315,3,7,0,30.9359,0.019897,0.0945246,0.387443,0.837699,7.4546,0.557308,0.983002,0.92315,0.736093,0.546405,0.910018,0.664052,0.275837,0.119465
-28.9237,1,0.114315,2,3,0,29.4195,0.019982,0.0946148,0.389402,0.840208,7.56606,0.555154,0.982892,0.922909,0.73448,0.544661,0.909618,0.663609,0.274058,0.118547
-32.1089,0.770562,0.114315,4,31,0,33.2692,0.0195603,0.0936942,0.388548,0.885284,8.63965,0.556051,0.982936,0.922246,0.730848,0.524152,0.911117,0.665203,0.273882,0.11064
-29.2744,0.995282,0.114315,3,15,0,34.7236,0.0187823,0.0977067,0.390958,0.845372,6.77972,0.566077,0.984187,0.92191,0.737901,0.549577,0.91497,0.657106,0.27589,0.120227
-28.8934,0.949275,0.114315,5,31,0,32.9077,0.0155664,0.109886,0.428973,0.95703,4.85993,0.645124,0.987742,0.918653,0.736796,0.545462,0.92971,0.635519,0.270567,0.119119
-28.4084,0.989838,0.114315,4,15,0,31.3177,0.0160555,0.102942,0.451918,1.02825,5.45873,0.806627,0.987031,0.921945,0.725611,0.532345,0.927729,0.659035,0.284951,0.136698
-27.7846,1,0.114315,3,7,0,28.9619,0.0158584,0.103056,0.459523,1.02711,4.53542,0.71602,0.987737,0.924858,0.729168,0.539094,0.928854,0.655927,0.267795,0.122637
-29.0531,0.831002,0.114315,5,63,0,31.9312,0.0217124,0.124869,0.493493,1.10356,4.33855,0.854495,0.983495,0.911786,0.722219,0.537127,0.905546,0.618068,0.275895,0.137054
-28.6324,0.911823,0.114315,5,31,0,31.0486,0.0182034,0.117025,0.577801,1.49557,2.70288,1.00571,0.988235,0.929356,0.733775,0.535106,0.922305,0.649287,0.274973,0.131192
-28.3547,0.928066,0.114315,5,31,0,32.0177,0.0196284,0.124791,0.498872,1.1462,4.08273,0.926512,0.985319,0.913533,0.726446,0.539776,0.914382,0.623406,0.285894,0.14447
-27.6342,0.632472,0.114315,3,15,0,32.7035,0.0184421,0.112455,0.509784,1.18518,3.41797,0.80773,0.986944,0.925226,0.73107,0.540395,0.91953,0.643817,0.264422,0.122756
-25.7574,0.933816,0.114315,5,63,0,29.1923,0.0176415,0.109877,0.462605,1.02545,4.8166,0.778577,0.98617,0.91926,0.726446,0.539964,0.92139,0.64333,0.2763,0.133159
-28.3497,0.857756,0.114315,5,63,0,29.8956,0.0211193,0.105609,0.399,0.843917,7.68522,0.615344,0.9819,0.914589,0.73092,0.548068,0.905089,0.639696,0.278737,0.12907
-27.0276,0.997726,0.114315,5,47,0,29.322,0.016599,0.0967477,0.390597,0.829183,8.33649,0.587091,0.985561,0.920332,0.731845,0.546806,0.923915,0.659234,0.278422,0.126103
-29.1554,0.926825,0.114315,4,15,0,30.6051,0.0156401,0.0947511,0.389943,0.838103,12.7465,0.603827,0.985752,0.918451,0.722651,0.531319,0.927523,0.66309,0.27964,0.126233
-28.033,0.995616,0.114315,5,31,0,30.5038,0.0158202,0.112089,0.407605,0.889399,6.50888,0.579671,0.98675,0.911889,0.731322,0.539105,0.927732,0.623664,0.268309,0.115611
-27.0695,0.880228,0.114315,5,63,0,33.8244,0.0176807,0.121572,0.45266,1.0194,5.23662,0.805489,0.985866,0.9098,0.727301,0.537417,0.921054,0.61947,0.284793,0.137948
-26.4581,0.879419,0.114315,4,15,0,28.6495,0.0175544,0.11693,0.443354,0.986901,4.88197,0.681992,0.986183,0.913869,0.73107,0.540244,0.921417,0.622135,0.269264,0.121458
-28.777,0.897972,0.114315,5,47,0,29.6028,0.0212215,0.107527,0.497218,1.14107,3.68392,0.779142,0.984621,0.926444,0.729334,0.538624,0.907917,0.651806,0.263829,0.121821
-30.3531,0.637317,0.114315,3,7,0,31.8203,0.0212625,0.10531,0.501882,1.14478,3.52702,0.76453,0.98481,0.928812,0.730277,0.541445,0.907911,0.656584,0.259947,0.119446
-29.4675,0.978502,0.114315,3,7,0,31.1966,0.0212322,0.105302,0.495525,1.12889,3.58002,0.772769,0.984756,0.928495,0.73194,0.543918,0.90799,0.656816,0.26391,0.122401
-28.9201,0.983201,0.114315,5,31,0,30.9395,0.0170502,0.136287,0.515068,1.21717,3.75614,0.932522,0.987543,0.90857,0.726101,0.534333,0.925141,0.603702,0.281236,0.138702
-29.0045,0.986182,0.114315,5,63,0,32.8347,0.0190436,0.0929878,0.41957,0.908208,6.11645,0.60084,0.984269,0.926867,0.72861,0.539051,0.914259,0.671662,0.26563,0.116884
-28.4742,0.955552,0.114315,4,31,0,32.5699,0.0189523,0.0918363,0.401089,0.881544,6.92921,0.636233,0.983996,0.92625,0.734132,0.543175,0.914453,0.675375,0.281909,0.126958
-31.7275,0.79759,0.114315,5,63,0,35.2419,0.0195051,0.0936997,0.361028,0.817213,11.0781,0.524139,0.982494,0.920022,0.738908,0.534854,0.910795,0.662251,0.28557,0.115381
-33.0099,0.948337,0.114315,3,7,0,35.3941,0.0196646,0.0924119,0.359563,0.82359,11.5617,0.547139,0.982284,0.920814,0.739598,0.533543,0.910143,0.666626,0.290584,0.11847
-31.5169,0.992069,0.114315,4,15,0,34.5827,0.0197528,0.0968918,0.358123,0.799536,14.9644,0.562461,0.98183,0.915603,0.736393,0.536891,0.909494,0.654871,0.293293,0.125212
-28.1034,0.976683,0.114315,4,15,0,33.1362,0.0182648,0.0958931,0.385385,0.804461,13.9311,0.570992,0.98327,0.916861,0.722395,0.537547,0.915967,0.658125,0.276322,0.12605
-26.3822,0.977592,0.114315,5,31,0,30.3787,0.0167391,0.0988443,0.409045,0.884612,6.8434,0.64666,0.985874,0.921185,0.730903,0.543825,0.92387,0.6585,0.279055,0.128415
-25.9905,0.870318,0.114315,4,23,0,28.9342,0.0179749,0.0988724,0.406317,0.866872,7.54145,0.62399,0.984605,0.919918,0.728061,0.542398,0.918344,0.656547,0.275952,0.126767
-28.1326,0.944831,0.114315,5,31,0,29.0379,0.0195371,0.101031,0.38572,0.785401,11.6975,0.54815,0.982378,0.913844,0.724684,0.54666,0.910672,0.644601,0.272652,0.125865
-29.2665,0.942979,0.114315,3,7,0,29.8561,0.0195845,0.101067,0.391089,0.798803,11.3813,0.534622,0.98238,0.913978,0.721812,0.541468,0.910458,0.643856,0.266774,0.120744
-28.017,0.981063,0.114315,5,31,0,33.1977,0.0169446,0.0959276,0.370848,0.785211,17.2941,0.530013,0.984229,0.915515,0.725884,0.536115,0.921329,0.655127,0.277897,0.1215
-27.6118,0.999319,0.114315,3,11,0,28.8271,0.0169339,0.0983192,0.369385,0.766182,12.738,0.520699,0.98458,0.915303,0.731245,0.548872,0.921658,0.649519,0.27832,0.124221
-26.0878,0.8607,0.114315,5,63,0,31.6164,0.0177311,0.116626,0.488582,1.11273,4.10702,0.812035,0.986686,0.91822,0.726318,0.536494,0.921671,0.632749,0.271711,0.129418
