# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = sporadic_survival_model
# start_datetime = 2022-07-11 18:20:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = sporadic-survival.data.json
# init = 2 (Default)
# random
#   seed = 4121395509 (Default)
# output
#   file = sporadic-survival-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lambda.1,lambda.2,lambda.3,lambda.4,delta,theta,model_surv_1y.1,model_surv_1y.2,model_surv_1y.3,model_surv_1y.4,model_surv_5y.1,model_surv_5y.2,model_surv_5y.3,model_surv_5y.4
-26.6699,0.989383,0.114719,5,39,0,28.1904,0.0194099,0.110789,0.473795,1.05151,4.69196,0.825508,0.984908,0.919299,0.72471,0.539858,0.914376,0.644252,0.279093,0.137946
-27.5687,0.967998,0.114719,5,31,0,28.6893,0.0193116,0.128442,0.451155,1.01036,5.12384,0.757904,0.984652,0.905394,0.727481,0.5371,0.914237,0.602858,0.277822,0.131168
-25.6981,0.94651,0.114719,4,15,0,28.642,0.0192171,0.111711,0.454347,1.01073,4.66113,0.735736,0.985071,0.918519,0.730515,0.542632,0.914867,0.637236,0.273463,0.127985
-28.4615,0.830821,0.114719,3,7,0,31.317,0.0181502,0.10918,0.457506,1.03342,4.16124,0.679911,0.986311,0.922389,0.734247,0.542304,0.919488,0.640987,0.26354,0.116274
-26.0664,1,0.114719,4,23,0,29.6936,0.0172794,0.106296,0.44364,0.973513,5.44867,0.754892,0.986056,0.91946,0.727693,0.541988,0.92246,0.648736,0.280539,0.135329
-27.7972,0.756897,0.114719,4,19,0,31.3501,0.0185732,0.106078,0.435182,1.03234,5.12434,0.718493,0.985226,0.920549,0.73346,0.527897,0.917144,0.647824,0.279409,0.1215
-26.3581,1,0.114719,4,19,0,28.5028,0.0187514,0.106761,0.436803,1.01013,5.12552,0.715508,0.985085,0.920061,0.732599,0.533311,0.916395,0.646103,0.27803,0.12386
-26.8184,0.824141,0.114719,3,15,0,29.9099,0.0191522,0.102456,0.458966,1.00198,4.74989,0.761906,0.985052,0.924536,0.728267,0.545572,0.915159,0.659203,0.275414,0.133543
-28.2825,0.946035,0.114719,5,31,0,31.7053,0.0196925,0.106413,0.480232,1.16138,3.70227,0.822724,0.985696,0.927154,0.737235,0.537572,0.914174,0.656486,0.278663,0.126826
-29.4921,0.702295,0.114719,5,47,0,35.3287,0.0162043,0.10928,0.434299,0.871883,6.23656,0.653669,0.986544,0.914845,0.722395,0.553566,0.926375,0.635003,0.266727,0.132319
-27.0983,0.96742,0.114719,5,47,0,32.1494,0.0167842,0.110997,0.471582,1.01607,4.71882,0.793642,0.986902,0.918945,0.724228,0.545285,0.925057,0.641963,0.27477,0.137131
-26.5585,0.925699,0.114719,4,23,0,29.4175,0.018812,0.113036,0.426495,0.910008,6.14198,0.637467,0.98445,0.912317,0.726279,0.54157,0.915348,0.62565,0.268266,0.123253
-26.3041,0.99399,0.114719,5,31,0,27.5522,0.0192305,0.106275,0.443063,1.01032,4.79063,0.734308,0.984957,0.921682,0.733976,0.540322,0.91471,0.648943,0.278675,0.127582
-26.7725,0.926396,0.114719,5,31,0,28.3937,0.0182103,0.11768,0.448566,1.02265,4.49545,0.753132,0.985977,0.915332,0.735767,0.544264,0.919191,0.625906,0.279765,0.129703
-28.676,0.962138,0.114719,5,39,0,30.1924,0.0170145,0.123963,0.4419,0.954705,4.79639,0.699016,0.986662,0.909548,0.733283,0.551853,0.923781,0.608625,0.273199,0.129156
-27.3347,0.977138,0.114719,4,31,0,32.3087,0.0150528,0.114564,0.448427,0.987695,4.95264,0.746564,0.988095,0.915428,0.730135,0.544581,0.932076,0.631036,0.277636,0.132542
-27.5527,0.927395,0.114719,5,31,0,30.7173,0.0207737,0.116638,0.44487,0.985655,4.69367,0.689653,0.983844,0.914896,0.732846,0.544518,0.908308,0.623689,0.270255,0.123275
-28.5788,0.892108,0.114719,5,43,0,33.2862,0.0207073,0.123543,0.49273,1.12608,4.113,0.909442,0.984489,0.914086,0.72783,0.541883,0.909987,0.624681,0.285727,0.143921
-27.94,0.747335,0.114719,4,23,0,31.0754,0.0197239,0.124915,0.486761,1.17376,3.80338,0.800032,0.985548,0.914756,0.731937,0.530015,0.913845,0.616266,0.271545,0.121492
-29.3288,0.946744,0.114719,3,7,0,31.6085,0.0199294,0.122743,0.503784,1.10728,3.5218,0.775903,0.985757,0.918024,0.730018,0.550813,0.913288,0.620217,0.2611,0.125556
-29.1253,0.852172,0.114719,3,15,0,33.7537,0.0177682,0.123808,0.469782,1.14865,4.32452,0.883439,0.986468,0.912654,0.733178,0.530112,0.921546,0.621968,0.291263,0.136695
-28.8779,0.913258,0.114719,3,7,0,31.5686,0.0180989,0.121454,0.484768,1.10014,4.45934,0.910653,0.986107,0.91359,0.726028,0.540321,0.920172,0.627847,0.288436,0.146452
-27.2707,0.978479,0.114719,3,7,0,30.0815,0.0178716,0.123982,0.476295,1.15219,4.02376,0.847917,0.986665,0.914113,0.733917,0.533068,0.921282,0.620347,0.283445,0.131138
-28.5128,0.594921,0.114719,3,7,0,31.3399,0.0172644,0.126261,0.505013,1.15144,3.44745,0.857621,0.987735,0.916724,0.733866,0.550609,0.924417,0.618735,0.274587,0.134463
-28.5481,1,0.114719,4,31,0,30.2403,0.0151198,0.128289,0.481393,1.12137,4.03074,0.841768,0.98869,0.91132,0.731509,0.539028,0.932625,0.611577,0.280095,0.133546
-27.9342,0.727401,0.114719,5,31,0,31.4014,0.0172765,0.124979,0.459349,1.06139,4.33917,0.813222,0.98682,0.911555,0.735122,0.543224,0.923347,0.615238,0.284833,0.135275
-26.0035,0.993764,0.114719,5,31,0,29.0207,0.0188449,0.115589,0.45133,1.02066,4.96383,0.728436,0.985126,0.914621,0.728091,0.534279,0.916157,0.627718,0.273039,0.124943
-27.8195,0.870713,0.114719,4,23,0,28.8681,0.0177496,0.104346,0.4553,1.01256,4.78154,0.806635,0.986114,0.923249,0.731002,0.546202,0.921051,0.657161,0.284615,0.139716
-26.1246,0.992739,0.114719,4,15,0,28.5256,0.0184035,0.108846,0.45181,1.02282,4.77312,0.782308,0.985613,0.920145,0.731836,0.541684,0.918285,0.645893,0.282338,0.134211
-26.4179,0.881947,0.114719,5,31,0,30.9149,0.0172494,0.106989,0.409277,0.896921,8.14524,0.672723,0.985059,0.913079,0.725745,0.534062,0.921426,0.63943,0.28224,0.130334
-26.3618,0.994155,0.114719,4,23,0,27.2031,0.0172249,0.106212,0.411634,0.898105,7.17944,0.695868,0.985359,0.91527,0.729517,0.541652,0.921848,0.643392,0.285711,0.134854
-26.6787,0.921121,0.114719,5,47,0,28.3792,0.0173298,0.113378,0.442421,1.0061,5.0806,0.69077,0.986228,0.915558,0.729637,0.532779,0.92226,0.62998,0.270864,0.120136
-26.6679,0.999786,0.114719,5,47,0,28.3614,0.0182807,0.0968742,0.406993,0.858226,7.43651,0.60161,0.984377,0.921523,0.727421,0.54381,0.917003,0.660413,0.271632,0.124176
-26.6569,0.987066,0.114719,5,31,0,27.64,0.0194054,0.108384,0.407549,0.857127,8.21548,0.638149,0.983194,0.911802,0.725159,0.54289,0.912185,0.634118,0.277154,0.130665
-28.3023,0.831967,0.114719,4,31,0,30.6362,0.0181887,0.10041,0.410055,0.835832,9.20693,0.607645,0.983997,0.916586,0.71946,0.542503,0.917003,0.650672,0.269526,0.128349
-29.2657,0.825934,0.114719,3,15,0,33.5737,0.017656,0.100068,0.408409,0.880786,9.92486,0.642192,0.984329,0.91628,0.719612,0.528585,0.919263,0.652999,0.276269,0.12671
-30.6348,0.921368,0.114719,4,31,0,39.0065,0.0143859,0.0941658,0.399287,0.837663,10.463,0.669337,0.98713,0.920546,0.724087,0.54304,0.933384,0.66872,0.286213,0.138936
-29.5555,0.928679,0.114719,4,31,0,33.6203,0.0161283,0.0926246,0.384659,0.781449,9.25336,0.530892,0.985773,0.922372,0.730199,0.554173,0.925622,0.666317,0.27138,0.124115
-29.4274,0.938494,0.114719,4,31,0,33.193,0.0155991,0.104335,0.395085,0.814165,12.7978,0.64835,0.985789,0.910946,0.721388,0.543277,0.927812,0.641955,0.284251,0.138863
-28.0139,0.936948,0.114719,4,23,0,34.8068,0.0181028,0.109352,0.396379,0.884857,7.67309,0.679601,0.984464,0.912046,0.734458,0.540999,0.91795,0.634814,0.291559,0.133795
-26.0533,0.993083,0.114719,4,23,0,28.6982,0.0188546,0.105585,0.425855,0.967821,5.74396,0.694941,0.984626,0.918914,0.731522,0.534565,0.915555,0.646566,0.279322,0.125322
-27.2054,0.826492,0.114719,5,31,0,29.3256,0.0203733,0.109934,0.427549,0.924923,6.71489,0.718666,0.982916,0.913525,0.724944,0.539327,0.90894,0.636764,0.281147,0.134996
-30.4316,0.829191,0.114719,5,63,0,32.3751,0.018389,0.122634,0.439887,1.03914,5.92787,0.794448,0.984917,0.906753,0.726861,0.523024,0.917738,0.615457,0.288305,0.132729
-29.3512,0.994816,0.114719,3,15,0,33.8635,0.0178161,0.102837,0.460471,0.984622,4.95742,0.675842,0.985927,0.923261,0.7222,0.539064,0.920257,0.65333,0.259258,0.120574
-31.1031,0.996295,0.114719,4,31,0,37.0566,0.0188557,0.104098,0.4434,0.974766,4.335,0.624644,0.985616,0.92478,0.73615,0.548815,0.916233,0.64907,0.260408,0.113863
-28.9723,1,0.114719,3,7,0,32.586,0.018812,0.104944,0.448518,0.963808,4.64305,0.641727,0.985386,0.92291,0.730212,0.54713,0.916222,0.647227,0.259961,0.117894
-26.8521,0.989928,0.114719,5,47,0,31.4302,0.0189086,0.103594,0.387678,0.816159,9.30803,0.546425,0.983342,0.913798,0.728925,0.543178,0.913705,0.639316,0.272231,0.120391
-32.386,0.737862,0.114719,5,47,0,34.9592,0.0168726,0.113214,0.452565,1.10885,4.09672,0.689583,0.987322,0.920105,0.737752,0.526463,0.924877,0.632795,0.267957,0.109178
-30.9268,0.992035,0.114719,4,23,0,35.848,0.0176884,0.124959,0.46936,0.969301,5.35235,0.793036,0.985789,0.907025,0.718349,0.547649,0.920921,0.611657,0.274432,0.142643
-30.935,1,0.114719,5,31,0,32.3494,0.0158167,0.10744,0.432358,1.05412,5.24097,0.792794,0.987335,0.919442,0.736027,0.527633,0.928805,0.648616,0.29312,0.131309
-31.4566,0.968234,0.114719,4,31,0,33.5109,0.0148821,0.114207,0.490157,1.03244,4.34523,0.750753,0.988618,0.918354,0.719831,0.544674,0.933184,0.633534,0.259893,0.128305
-26.814,1,0.114719,4,23,0,33.5915,0.0183598,0.11765,0.436123,0.975583,5.50977,0.765911,0.985161,0.911388,0.73099,0.541631,0.917968,0.624595,0.286202,0.136871
-28.5814,0.992248,0.114719,4,31,0,28.9526,0.019223,0.129002,0.456688,1.0281,4.6724,0.709798,0.985054,0.90681,0.728458,0.535695,0.914742,0.59946,0.267781,0.121197
-29.0924,0.72479,0.114719,4,15,0,32.4636,0.019794,0.114649,0.462678,1.03118,5.0458,0.72081,0.984325,0.914921,0.721832,0.529608,0.912173,0.629106,0.265898,0.122153
-27.3532,0.999062,0.114719,4,15,0,29.637,0.0198177,0.106835,0.453686,1.00321,5.55948,0.764458,0.983969,0.918778,0.722461,0.533645,0.911931,0.647862,0.276871,0.132723
-26.9184,0.96693,0.114719,4,15,0,29.5025,0.0210178,0.113667,0.460954,1.07632,4.43124,0.781488,0.983913,0.918395,0.732124,0.535017,0.907923,0.636253,0.278535,0.127909
-26.9606,0.979117,0.114719,3,15,0,27.9314,0.0201426,0.113568,0.469268,1.03388,4.79325,0.817019,0.984261,0.916982,0.725141,0.541635,0.911297,0.637631,0.279576,0.138623
-28.5131,0.882714,0.114719,3,15,0,31.8298,0.0217189,0.103776,0.476274,1.11643,4.00732,0.792561,0.983852,0.927056,0.7324,0.536373,0.905598,0.659746,0.27437,0.125967
-30.0817,0.779001,0.114719,5,63,0,32.9618,0.0217835,0.0956526,0.460878,1.01734,4.90927,0.787696,0.982896,0.928728,0.726459,0.541267,0.904481,0.676039,0.278462,0.135648
-31.0588,0.67928,0.114719,3,7,0,32.897,0.0212987,0.0995412,0.462699,1.06815,5.07428,0.775077,0.983137,0.925436,0.723431,0.525041,0.906255,0.665945,0.27512,0.126798
-30.773,0.91262,0.114719,5,63,0,36.0357,0.0202195,0.134235,0.530615,1.17791,3.79773,0.898401,0.985208,0.909386,0.718216,0.538034,0.912231,0.604986,0.26945,0.137176
-29.8033,0.961292,0.114719,3,7,0,34.0933,0.0206549,0.135669,0.496449,1.21017,3.4773,0.895471,0.985322,0.910966,0.737709,0.540978,0.910913,0.603499,0.284223,0.134329
-29.2092,0.640067,0.114719,3,7,0,32.2246,0.0209976,0.136958,0.503672,1.15791,3.91099,0.896193,0.984507,0.906912,0.726434,0.538945,0.909003,0.599505,0.279597,0.138678
-27.7118,0.898351,0.114719,4,23,0,30.9449,0.0186719,0.118518,0.563258,1.36024,2.86965,0.964101,0.987632,0.926706,0.731714,0.543933,0.919994,0.643041,0.272327,0.134106
-28.8461,0.969916,0.114719,5,63,0,31.9387,0.0197619,0.121904,0.465072,0.969593,4.87378,0.741878,0.984482,0.910763,0.723427,0.550214,0.912502,0.615501,0.26874,0.134408
-27.9486,0.949941,0.114719,4,15,0,31.7964,0.0200888,0.108117,0.456176,1.02819,4.21487,0.702056,0.984816,0.922886,0.734726,0.54433,0.911566,0.644477,0.267937,0.120687
-29.8392,0.761998,0.114719,3,15,0,31.7223,0.0179294,0.112985,0.454656,0.970137,6.38065,0.781594,0.985081,0.912305,0.716454,0.535255,0.919419,0.63416,0.278099,0.139496
-27.192,0.928357,0.114719,3,7,0,32.8322,0.0180169,0.110544,0.444689,1.04552,4.76469,0.714985,0.985911,0.918811,0.732911,0.530123,0.919672,0.638357,0.274579,0.119751
-26.6475,0.925377,0.114719,5,51,0,28.9449,0.0183452,0.104053,0.39951,0.843834,8.40415,0.570504,0.984042,0.914585,0.7263,0.540117,0.916376,0.640217,0.269729,0.120347
-27.5881,0.862974,0.114719,3,11,0,29.189,0.0189773,0.10043,0.391663,0.854644,8.26641,0.641505,0.983546,0.917774,0.733346,0.543717,0.913984,0.653101,0.287429,0.131687
-27.9339,0.942591,0.114719,5,39,0,32.1813,0.0175548,0.113088,0.431214,0.991827,5.27304,0.771635,0.98594,0.915355,0.735574,0.540967,0.921454,0.635048,0.290187,0.135862
-29.2572,0.971697,0.114719,4,15,0,30.836,0.0201129,0.0985858,0.450132,0.974605,6.0118,0.76076,0.983474,0.923454,0.720338,0.535741,0.910477,0.665964,0.277336,0.13559
-26.4965,0.976685,0.114719,3,7,0,29.7108,0.0194119,0.101334,0.443718,1.00253,5.1709,0.727272,0.984537,0.923733,0.729349,0.535684,0.913685,0.659149,0.27632,0.126858
-27.1992,0.987858,0.114719,4,15,0,27.4409,0.0198124,0.101015,0.453662,0.98721,5.25451,0.759968,0.984169,0.923784,0.725119,0.541404,0.912112,0.66142,0.276662,0.134516
-26.8324,0.965529,0.114719,5,31,0,28.6501,0.0201705,0.115541,0.449595,0.975755,5.1486,0.700457,0.983954,0.913852,0.725966,0.540701,0.910485,0.625721,0.268696,0.125878
-25.8309,0.994962,0.114719,4,31,0,27.4796,0.018656,0.114955,0.432341,0.96769,5.75281,0.730059,0.984785,0.912377,0.729547,0.537671,0.916497,0.627725,0.281782,0.131497
-26.333,0.999314,0.114719,5,63,0,26.9902,0.0171258,0.0979617,0.389471,0.827155,10.2513,0.590707,0.984734,0.917474,0.727053,0.540088,0.921326,0.655248,0.278596,0.126389
-26.4113,0.999128,0.114719,5,31,0,26.6507,0.0167122,0.104944,0.384597,0.808057,10.2087,0.556348,0.985101,0.911918,0.72862,0.543615,0.923014,0.63612,0.275562,0.123468
-28.4126,0.925743,0.114719,4,31,0,30.7062,0.0203917,0.106663,0.384251,0.822906,9.97537,0.544127,0.981911,0.910743,0.72895,0.538169,0.907292,0.631345,0.273673,0.118477
-26.8982,0.952518,0.114719,4,15,0,30.8186,0.018899,0.107068,0.400054,0.880959,8.7422,0.630842,0.98349,0.912084,0.726959,0.532156,0.914167,0.636361,0.280002,0.12506
-28.2238,0.986104,0.114719,3,15,0,29.6365,0.0176729,0.105978,0.404312,0.855567,9.65526,0.694223,0.984369,0.912156,0.724287,0.54218,0.919401,0.642024,0.287879,0.14052
-28.8131,0.995272,0.114719,4,15,0,29.5083,0.018436,0.109158,0.434864,0.927965,5.44961,0.605392,0.985118,0.916948,0.726667,0.541377,0.917148,0.63362,0.25893,0.115405
-27.017,0.992071,0.114719,4,31,0,31.723,0.019649,0.103507,0.402431,0.843806,8.73225,0.636437,0.982848,0.914832,0.725944,0.544504,0.911035,0.645096,0.279549,0.132447
-28.8375,0.978101,0.114719,5,31,0,29.631,0.0149967,0.096717,0.374587,0.824568,12.8965,0.587234,0.986317,0.916739,0.730339,0.53401,0.930285,0.657186,0.286726,0.125548
-31.1719,0.901726,0.114719,3,7,0,31.8899,0.014566,0.100131,0.391201,0.774965,14.7566,0.579327,0.986566,0.913121,0.718521,0.547445,0.932033,0.647705,0.273872,0.133314
-29.7417,0.999712,0.114719,5,63,0,33.5433,0.022355,0.125324,0.490787,1.06337,4.06638,0.80545,0.983317,0.912848,0.725853,0.548187,0.903067,0.614889,0.269756,0.134302
-27.4118,0.996972,0.114719,4,15,0,32.3712,0.019602,0.105187,0.468757,1.1166,4.08276,0.797796,0.985324,0.925755,0.73448,0.534942,0.914027,0.656621,0.278528,0.126651
-27.0706,0.839656,0.114719,4,31,0,29.7729,0.0192576,0.106734,0.434804,1.0138,5.4643,0.733192,0.98447,0.919035,0.730912,0.529255,0.914169,0.646527,0.281475,0.126023
-26.8142,0.717812,0.114719,4,31,0,32.9945,0.017534,0.124429,0.446502,0.992402,4.82349,0.721083,0.986243,0.909204,0.731604,0.543236,0.921658,0.609082,0.274554,0.127652
-27.3316,0.639924,0.114719,5,47,0,32.7228,0.0171782,0.121817,0.504021,1.16104,3.73455,0.904146,0.987472,0.917507,0.729815,0.54374,0.924564,0.629001,0.281351,0.140101
-29.5566,0.787126,0.114719,5,31,0,31.714,0.0216854,0.112981,0.470188,1.00219,4.56052,0.7976,0.983285,0.918308,0.72696,0.551946,0.905202,0.638312,0.276469,0.139966
-27.9713,0.996529,0.114719,4,31,0,29.8428,0.021002,0.110535,0.462296,1.09802,4.12937,0.75907,0.984235,0.921898,0.735237,0.534579,0.908188,0.642585,0.274982,0.122158
-29.119,0.906094,0.114719,5,63,0,30.6417,0.0166426,0.131468,0.540625,1.22427,3.48529,0.937996,0.988133,0.913572,0.722376,0.541615,0.927117,0.613848,0.273196,0.139698
-31.4714,0.941215,0.114719,3,7,0,33.2989,0.0174652,0.130428,0.529677,1.29557,3.09885,0.814432,0.988059,0.917159,0.731875,0.531857,0.923973,0.609781,0.259065,0.114665
-27.9934,0.968279,0.114719,5,55,0,36.6955,0.0196595,0.0987883,0.394751,0.815554,8.26723,0.580194,0.982954,0.918828,0.729655,0.551119,0.910881,0.653803,0.274587,0.12736
-28.324,0.954903,0.114719,3,7,0,29.0998,0.0197838,0.0993738,0.400175,0.848532,9.04779,0.574157,0.982646,0.917444,0.723941,0.535923,0.910156,0.65148,0.269534,0.11993
-32.0776,0.888227,0.114719,4,15,0,33.4015,0.0198078,0.104656,0.394059,0.852538,8.8016,0.514218,0.982675,0.913424,0.725883,0.530031,0.909869,0.635108,0.262414,0.108078
-29.7269,1,0.114719,4,15,0,33.8199,0.018909,0.103943,0.413939,0.92134,8.69283,0.677117,0.9835,0.914691,0.721585,0.524478,0.914302,0.646378,0.279891,0.127035
-31.3209,0.908252,0.114719,3,15,0,32.7962,0.0188115,0.100636,0.41586,0.878653,6.50164,0.725044,0.984297,0.920773,0.732099,0.555174,0.91551,0.658692,0.288998,0.143799
-30.2281,0.965377,0.114719,4,23,0,35.9571,0.0170224,0.0942109,0.422857,0.945419,5.26186,0.603931,0.986352,0.928168,0.734178,0.538782,0.923197,0.670038,0.265747,0.11281
-28.1383,0.993367,0.114719,2,3,0,30.5382,0.0169722,0.0944932,0.421132,0.918648,5.89453,0.616714,0.986062,0.926311,0.730012,0.539748,0.923142,0.668935,0.26794,0.118389
