# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = ppc_model
# start_datetime = 2022-07-15 20:21:55 UTC
# method = generate_quantities
#   generate_quantities
#     fitted_params = fit-4.csv
# id = 1 (Default)
# data
#   file = calibration.json
# init = 2 (Default)
# random
#   seed = 179303540 (Default)
# output
#   file = ppc-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
p_MSI_MLH1,p_MSI_MSH2,p_MSI_MSH6,pred_log_risk_ratio_under60,pred_log_risk_ratio_lowrisk,ppc_Dabir_MSI_MLH1,ppc_Dabir_MSI_MSH2,ppc_Dabir_MSI_MSH6,ppc_risk_ratio_under60,ppc_risk_ratio_lowrisk,ppc_PLSD_crc_MLH1_male.1,ppc_PLSD_crc_MLH1_male.2,ppc_PLSD_crc_MLH1_male.3,ppc_PLSD_crc_MLH1_male.4,ppc_PLSD_crc_MLH1_male.5,ppc_PLSD_crc_MLH1_male.6,ppc_PLSD_crc_MLH1_male.7,ppc_PLSD_crc_MLH1_male.8,ppc_PLSD_crc_MLH1_male.9,ppc_PLSD_crc_MLH1_male.10,ppc_PLSD_crc_MLH1_male.11,ppc_PLSD_crc_MLH1_female.1,ppc_PLSD_crc_MLH1_female.2,ppc_PLSD_crc_MLH1_female.3,ppc_PLSD_crc_MLH1_female.4,ppc_PLSD_crc_MLH1_female.5,ppc_PLSD_crc_MLH1_female.6,ppc_PLSD_crc_MLH1_female.7,ppc_PLSD_crc_MLH1_female.8,ppc_PLSD_crc_MLH1_female.9,ppc_PLSD_crc_MLH1_female.10,ppc_PLSD_crc_MLH1_female.11,ppc_PLSD_crc_MSH2_male.1,ppc_PLSD_crc_MSH2_male.2,ppc_PLSD_crc_MSH2_male.3,ppc_PLSD_crc_MSH2_male.4,ppc_PLSD_crc_MSH2_male.5,ppc_PLSD_crc_MSH2_male.6,ppc_PLSD_crc_MSH2_male.7,ppc_PLSD_crc_MSH2_male.8,ppc_PLSD_crc_MSH2_male.9,ppc_PLSD_crc_MSH2_male.10,ppc_PLSD_crc_MSH2_male.11,ppc_PLSD_crc_MSH2_female.1,ppc_PLSD_crc_MSH2_female.2,ppc_PLSD_crc_MSH2_female.3,ppc_PLSD_crc_MSH2_female.4,ppc_PLSD_crc_MSH2_female.5,ppc_PLSD_crc_MSH2_female.6,ppc_PLSD_crc_MSH2_female.7,ppc_PLSD_crc_MSH2_female.8,ppc_PLSD_crc_MSH2_female.9,ppc_PLSD_crc_MSH2_female.10,ppc_PLSD_crc_MSH2_female.11,ppc_PLSD_crc_MSH6_male.1,ppc_PLSD_crc_MSH6_male.2,ppc_PLSD_crc_MSH6_male.3,ppc_PLSD_crc_MSH6_male.4,ppc_PLSD_crc_MSH6_male.5,ppc_PLSD_crc_MSH6_male.6,ppc_PLSD_crc_MSH6_male.7,ppc_PLSD_crc_MSH6_male.8,ppc_PLSD_crc_MSH6_male.9,ppc_PLSD_crc_MSH6_male.10,ppc_PLSD_crc_MSH6_male.11,ppc_PLSD_crc_MSH6_female.1,ppc_PLSD_crc_MSH6_female.2,ppc_PLSD_crc_MSH6_female.3,ppc_PLSD_crc_MSH6_female.4,ppc_PLSD_crc_MSH6_female.5,ppc_PLSD_crc_MSH6_female.6,ppc_PLSD_crc_MSH6_female.7,ppc_PLSD_crc_MSH6_female.8,ppc_PLSD_crc_MSH6_female.9,ppc_PLSD_crc_MSH6_female.10,ppc_PLSD_crc_MSH6_female.11,ppc_PLSD_crc_PMS2.1,ppc_PLSD_crc_PMS2.2,ppc_PLSD_crc_PMS2.3,ppc_PLSD_crc_PMS2.4,ppc_PLSD_crc_PMS2.5,ppc_PLSD_crc_PMS2.6,ppc_PLSD_crc_PMS2.7,ppc_PLSD_crc_PMS2.8,ppc_PLSD_crc_PMS2.9,ppc_PLSD_crc_PMS2.10,ppc_PLSD_crc_PMS2.11,ppc_Germany_index_findings.1,ppc_Germany_index_findings.2,ppc_Germany_index_findings.3,ppc_Netherlands_index_findings.1,ppc_Netherlands_index_findings.2,ppc_Netherlands_index_findings.3,ppc_Finland_index_findings.1,ppc_Finland_index_findings.2,ppc_Finland_index_findings.3,ppc_Germany_fu_adenomas,ppc_Netherlands_fu_adenomas,ppc_Finland_fu_adenomas,ppc_Germany_fu_crc.1,ppc_Germany_fu_crc.2,ppc_Germany_fu_crc.3,ppc_Germany_fu_crc.4,ppc_Netherlands_fu_crc.1,ppc_Netherlands_fu_crc.2,ppc_Netherlands_fu_crc.3,ppc_Netherlands_fu_crc.4,ppc_Finland_fu_crc.1,ppc_Finland_fu_crc.2,ppc_Finland_fu_crc.3,ppc_Finland_fu_crc.4
0.85918,0.855354,0.364588,0.538751,-1.2805,245,189,13,1.76324,0.306708,6,5,11,7,12,11,3,2,3,2,1,8,4,11,10,14,7,13,9,12,3,2,2,2,8,7,12,7,10,2,4,2,1,6,3,4,7,8,8,15,8,15,4,5,1,0,5,3,4,1,4,2,4,2,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,294,52,19,514,73,26,562,79,35,194,522,399,86,3,3,3,35,31,1,2,41,27,8,2
0.802258,0.867415,0.347966,0.52634,-1.33039,240,182,10,1.57589,0.27378,2,4,10,9,10,4,7,4,4,0,0,13,5,4,11,16,7,18,9,8,3,4,1,0,9,1,9,3,6,8,4,4,2,2,5,8,5,9,9,12,7,11,10,4,0,0,3,0,0,2,4,5,2,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,309,45,11,530,70,13,572,79,25,178,527,332,88,5,1,1,43,25,1,0,40,24,11,3
0.845865,0.850111,0.3693,0.52947,-1.26373,250,178,17,1.79841,0.334694,5,3,8,5,12,3,3,7,12,3,3,3,2,17,3,17,10,13,7,11,4,5,1,0,5,3,13,5,10,6,3,2,2,3,1,7,7,11,7,9,7,8,6,2,0,1,1,1,6,2,5,5,2,2,2,1,0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,300,51,14,512,78,23,564,81,31,160,514,397,90,1,1,3,39,26,4,0,48,23,7,0
0.838141,0.859812,0.431541,0.541126,-1.33924,250,195,12,1.53502,0.333538,8,6,10,15,16,10,9,5,7,4,2,5,4,9,12,12,9,18,8,8,1,9,6,2,6,4,4,1,5,5,3,2,2,4,7,5,4,12,7,19,8,6,5,4,1,1,0,1,1,3,4,1,4,1,2,0,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,293,57,15,502,93,18,561,92,23,174,519,409,90,2,3,0,37,29,1,2,43,26,8,1
0.848188,0.884068,0.384357,0.545937,-1.14192,248,197,12,1.80164,0.354235,2,1,9,9,12,6,6,5,3,3,1,11,4,6,7,14,10,16,8,17,3,2,8,3,6,11,10,3,7,4,3,5,3,7,3,5,4,11,12,18,8,5,5,4,1,1,1,5,4,2,1,3,3,1,1,1,0,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,310,42,13,505,83,25,574,80,22,204,532,407,86,4,3,2,51,17,1,0,32,30,13,3
0.849446,0.867146,0.404894,0.544713,-1.26445,237,197,13,1.84912,0.252471,5,4,6,12,8,6,11,5,2,4,1,7,6,12,12,15,11,10,8,9,2,1,2,0,9,8,14,4,6,1,1,0,0,3,4,7,5,14,5,14,17,7,6,3,0,1,3,1,5,3,4,0,2,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,297,56,12,517,77,19,542,101,33,179,506,371,84,4,5,2,39,26,3,1,33,31,14,0
0.819583,0.847964,0.252538,0.505296,-1.19709,231,186,10,1.59429,0.28455,6,5,4,5,16,5,5,4,6,1,0,5,4,7,2,19,12,9,7,9,1,6,3,2,5,5,8,6,9,7,2,0,2,3,3,5,6,13,9,12,11,12,5,4,0,0,0,4,1,2,4,3,2,0,0,1,0,2,0,1,2,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,308,48,9,512,77,24,572,82,22,183,521,436,87,3,4,1,44,24,1,0,48,27,2,1
0.840638,0.869848,0.435263,0.540407,-1.26754,235,190,18,1.67718,0.280877,5,6,10,6,10,11,7,4,5,3,1,13,5,14,9,9,8,7,7,5,3,4,1,5,6,4,12,4,8,4,4,0,5,5,3,13,5,12,12,14,9,14,5,4,1,0,2,0,1,4,0,3,2,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,309,48,8,483,110,20,580,69,27,182,578,373,90,3,2,0,37,26,3,3,37,30,11,0
0.814193,0.83263,0.40544,0.502507,-1.3542,239,184,15,1.39362,0.276362,2,5,9,5,12,5,10,7,2,0,4,4,4,8,10,9,11,18,9,9,4,2,3,2,4,6,7,6,13,4,2,1,0,7,0,4,2,10,10,16,11,13,2,0,3,0,3,2,0,3,3,2,1,1,2,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,305,49,11,497,84,32,568,83,25,174,565,426,80,7,2,6,43,24,1,1,42,29,5,2
0.815925,0.897174,0.388184,0.545572,-1.25334,246,207,18,1.82972,0.225551,5,4,12,8,13,6,8,1,3,2,0,10,4,8,9,13,9,20,7,7,4,5,0,3,5,8,11,3,7,2,7,2,2,2,5,9,6,14,11,26,10,9,6,3,0,0,1,2,3,2,1,4,1,1,1,2,2,0,1,3,4,3,2,5,2,0,0,0,0,0,0,0,0,0,1,0,0,297,59,9,483,109,21,583,67,26,176,585,351,90,2,1,2,41,25,2,1,39,23,14,2
0.843872,0.876636,0.428127,0.54699,-1.29964,243,188,15,1.79231,0.243573,4,8,13,6,14,4,4,0,2,2,2,5,3,8,7,17,14,13,8,6,5,4,0,2,5,4,8,6,4,1,4,3,1,2,3,5,3,10,5,9,11,10,7,4,1,0,2,2,2,2,4,5,2,1,2,0,0,0,1,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,320,34,11,509,83,21,566,84,26,194,521,359,90,3,1,1,36,31,2,0,40,24,13,1
0.826086,0.856282,0.390718,0.534918,-1.26966,243,183,16,1.81759,0.254755,3,4,13,8,9,9,9,6,4,5,1,11,8,13,8,17,13,17,4,12,7,5,1,2,5,9,6,4,7,3,1,2,2,1,5,7,5,14,9,13,7,8,1,5,0,1,1,0,3,4,4,2,1,1,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,312,44,9,519,76,18,583,66,27,184,546,375,90,3,1,1,45,23,1,0,30,34,13,1
0.817674,0.873633,0.544467,0.540105,-1.32592,241,196,13,1.75639,0.254668,8,5,15,12,17,13,6,3,4,1,1,10,7,10,12,11,12,20,9,9,4,4,6,5,8,3,10,9,11,2,3,0,2,6,2,8,7,9,7,17,14,6,9,2,0,1,1,1,5,2,4,6,4,3,0,0,2,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,62,13,489,91,33,556,93,27,167,627,374,88,2,1,4,50,17,0,2,38,29,7,4
0.836399,0.875187,0.2801,0.551691,-1.26685,247,194,7,1.98295,0.314568,4,5,7,4,13,6,8,4,2,2,1,9,4,15,12,15,8,12,7,6,5,4,2,0,6,2,12,4,11,7,3,0,6,3,2,6,7,16,8,14,8,9,7,1,0,0,0,2,1,0,2,1,4,0,2,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,48,12,518,72,23,570,86,20,230,516,355,83,5,3,4,43,22,4,0,32,30,15,1
0.826779,0.866759,0.372087,0.524801,-1.35263,228,196,10,1.64852,0.329652,3,2,17,2,8,7,6,3,9,2,1,8,3,9,5,19,7,17,10,5,5,6,4,1,5,5,10,7,4,6,3,2,3,1,1,9,7,8,3,14,9,10,5,4,2,1,2,3,2,1,5,1,1,1,1,0,0,1,0,1,1,1,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,305,46,14,502,91,20,591,70,15,187,550,376,88,1,2,4,44,23,1,1,46,24,7,1
0.81813,0.869252,0.287272,0.536177,-1.32058,239,194,10,1.68102,0.251531,4,0,15,5,14,6,9,3,3,2,1,10,4,10,9,17,9,16,6,9,7,1,2,2,8,2,10,4,4,1,5,4,4,0,1,6,5,10,10,13,11,8,5,4,1,1,2,1,3,0,4,0,2,2,1,0,0,3,2,1,2,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,299,55,11,503,87,23,572,75,29,185,562,393,89,3,2,1,41,24,2,2,37,27,12,2
0.839186,0.851206,0.414285,0.527398,-1.30667,241,201,15,1.6232,0.274798,9,4,14,7,10,14,9,2,6,2,2,7,7,12,10,18,15,16,11,7,2,1,4,1,6,3,3,3,1,1,2,2,3,3,3,5,4,7,12,10,6,12,3,4,0,3,2,3,5,0,2,2,3,4,1,0,0,0,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,297,44,24,496,89,28,556,84,36,171,518,416,88,2,3,2,45,22,2,0,45,25,8,0
0.811032,0.853539,0.309896,0.511901,-1.23646,243,193,11,1.35795,0.289464,9,3,7,10,9,6,10,5,2,3,2,8,3,9,11,19,10,11,6,8,4,3,4,3,4,8,9,3,6,1,6,0,3,5,5,4,6,8,14,16,9,10,4,4,0,0,2,2,2,3,3,1,2,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,299,50,16,495,83,35,570,68,38,196,569,426,87,3,2,3,45,20,4,0,32,27,18,1
0.77621,0.884455,0.241257,0.510947,-1.13431,236,200,8,1.54879,0.316512,6,7,9,11,9,6,8,7,6,1,3,5,4,5,13,21,7,14,13,15,3,6,3,0,4,7,9,6,10,4,0,2,4,3,1,10,3,6,9,11,7,7,6,5,0,0,1,2,2,2,2,2,1,0,2,0,0,1,0,2,3,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,284,65,16,500,87,26,579,77,20,173,572,382,86,5,1,3,37,30,1,1,36,31,10,1
0.825523,0.888358,0.287368,0.547013,-1.23784,235,195,14,1.79849,0.33248,4,6,12,11,11,8,10,5,5,2,3,8,7,14,12,17,10,20,7,8,10,4,0,3,1,8,11,7,7,3,1,1,4,4,0,5,7,9,9,15,8,4,5,6,0,0,4,2,5,2,3,0,2,2,0,0,0,1,1,5,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,307,45,13,531,64,18,568,81,27,184,559,398,89,4,1,1,48,19,1,1,56,14,7,1
0.841451,0.868321,0.37713,0.543425,-1.33429,236,200,10,1.65581,0.294627,5,2,9,7,10,8,7,0,3,0,1,7,2,6,5,12,8,22,5,12,5,6,6,2,5,5,9,6,5,2,6,3,0,8,1,9,4,16,12,18,9,6,6,1,0,1,2,0,1,0,4,2,3,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,303,45,17,513,81,19,568,80,28,190,555,376,83,4,5,3,45,22,2,0,39,34,4,1
0.815639,0.885931,0.408216,0.533074,-1.20772,235,198,12,1.7777,0.298456,1,5,15,5,12,6,4,6,8,3,0,9,7,10,12,13,10,8,5,8,2,4,2,1,4,7,14,4,5,2,3,6,2,3,3,5,5,9,4,18,9,11,6,6,1,0,2,1,5,3,7,4,1,2,2,0,0,2,1,3,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,305,53,7,505,92,16,564,93,19,182,574,378,89,4,0,2,41,22,4,2,48,25,5,0
0.847612,0.85084,0.415986,0.549146,-1.35307,246,186,16,1.62754,0.255966,6,4,9,9,6,4,4,3,3,4,0,9,4,12,7,9,3,14,7,5,2,2,2,1,4,8,6,6,8,1,3,0,6,2,2,11,1,10,11,15,4,6,2,4,0,0,2,5,2,0,0,2,3,1,1,0,0,2,0,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,308,43,14,497,89,27,576,73,27,189,516,422,86,3,2,4,40,28,0,1,39,27,11,1
0.841096,0.86329,0.367978,0.544992,-1.31965,249,200,6,1.98333,0.289406,5,5,9,6,19,12,12,1,6,2,0,12,10,14,15,23,8,13,11,7,5,6,4,4,5,6,5,3,5,3,3,3,2,4,6,11,5,7,8,9,7,8,3,7,4,1,0,1,5,1,0,5,6,0,3,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,315,38,12,521,71,21,560,87,29,174,522,361,89,2,1,3,50,16,2,1,33,27,15,3
0.804115,0.863388,0.54212,0.513766,-1.26869,229,194,17,1.84708,0.238028,3,8,13,12,17,5,6,4,5,1,2,8,4,5,9,24,11,12,8,14,3,5,2,6,8,5,7,2,9,2,1,2,0,2,0,8,2,12,10,16,10,12,1,4,2,4,1,1,3,5,1,2,6,0,3,0,1,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,296,54,15,505,89,19,571,75,30,168,542,351,93,2,0,0,43,21,4,1,28,37,12,1
0.843038,0.889834,0.388145,0.551195,-1.15914,230,192,11,1.7574,0.293826,6,4,5,8,8,8,6,1,5,2,0,7,7,9,5,11,18,15,5,12,4,6,3,1,4,4,5,7,4,3,4,4,2,4,3,8,5,12,8,13,8,9,2,6,1,0,2,3,0,0,5,0,3,3,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,55,15,500,90,23,558,88,30,208,578,415,93,1,0,1,45,21,2,1,50,20,8,0
0.836607,0.858011,0.236679,0.536067,-1.33832,240,187,9,1.93225,0.263446,4,6,10,9,8,6,15,3,6,2,0,7,8,9,13,13,14,12,12,9,7,3,4,1,3,4,12,9,8,5,7,2,5,4,2,11,9,18,7,15,8,12,11,6,0,1,1,3,1,0,6,1,5,1,1,0,1,3,1,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,295,50,20,508,75,30,559,93,24,180,540,376,90,4,0,1,39,29,1,0,42,29,7,0
