# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = calibration_model
# start_datetime = 2022-07-04 15:06:10 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = calibration.json
# init = calibration.init.json
# random
#   seed = 3504925963 (Default)
# output
#   file = fit-vb.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,log_p__,log_g__,theta_cons.1,theta_cons.2,theta_cons.3,theta_age.1,theta_age.2,theta_age.3,rho0,rho1,rho2,eta.1,eta.2,eta.3,eta.4,phi.1,phi.2,phi.3,psi.1,psi.2,psi.3,kappa,nu,rate_LS_progression_AB,rate_LS_progression_BC,rate_LS_progression_CD,Dabir_genotype.1,Dabir_genotype.2,Dabir_genotype.3
# Stepsize adaptation complete.
# eta = 1
0,-495.07,-20.0669,-4.95368,-4.99804,-4.4371,0.0422036,0.0454955,0.000367514,0.157191,40.0242,51.4851,0.403395,0.0735721,0.132535,0.0468153,0.187949,0.348162,0.0213985,0.120613,0.107712,0.0332532,0.00710733,0.013427,1.36104,1.88636,0.369076,0.523772,0.397192,0.0790354
0,-475.001,-12.7857,-5.03971,-5.05225,-4.74749,0.042735,0.0476865,0.00210366,0.173659,35.9019,40.2632,0.474828,0.230915,0.302527,0.012744,0.199926,0.322748,0.0177923,0.125151,0.0894813,0.115674,0.00434293,0.000850705,1.31164,1.5666,0.425913,0.549706,0.352729,0.0975647
0,-491.815,-23.3372,-4.87573,-5.11172,-4.84347,0.0406636,0.0496197,0.000653544,0.192084,33.1129,40.0685,0.498232,0.189634,0.0960125,0.160823,0.14871,0.29981,0.0532547,0.117196,0.118635,0.0329686,0.00124498,0.00297714,1.38582,2.64569,0.630163,0.642086,0.27481,0.0831034
0,-480.634,-10.0127,-5.00109,-5.16338,-4.36527,0.0428168,0.0487201,0.00263555,0.160914,29.8357,38.501,0.488967,0.20109,0.276401,0.0186923,0.176396,0.369426,0.052856,0.129419,0.0947526,0.0732378,0.00765146,0.0243029,1.38216,2.33434,0.539189,0.541736,0.381774,0.0764899
0,-479.584,-12.8875,-4.8931,-5.0709,-4.95655,0.0417072,0.0496266,0.00287094,0.181532,33.2911,44.0755,0.488182,0.271146,0.255626,0.00883593,0.174092,0.326071,0.00520612,0.113928,0.105296,0.0427451,0.00189889,0.0131287,1.43282,3.10382,0.301703,0.590949,0.304415,0.104636
0,-481.035,-10.1136,-4.93773,-5.03355,-4.4065,0.0432155,0.0493175,0.0046015,0.179156,35.7887,35.8424,0.489904,0.276238,0.292727,0.0150155,0.17224,0.315134,0.0149125,0.134769,0.109214,0.13881,0.0281909,0.00272192,1.1423,1.37608,0.409296,0.563419,0.364378,0.0722025
0,-477.191,-11.088,-5.00369,-5.07473,-4.74028,0.0393022,0.0495939,0.000741689,0.167891,32.2909,46.6553,0.490278,0.222194,0.220223,0.0906214,0.1504,0.352696,0.0666204,0.112276,0.0909834,0.0789929,0.00574453,0.0017232,1.33386,1.73842,0.350901,0.564205,0.315757,0.120039
0,-483.443,-12.4718,-4.83071,-5.05002,-4.848,0.0417642,0.048982,0.00118448,0.156681,37.7046,29.1906,0.497769,0.270228,0.123977,0.0736941,0.168927,0.356536,0.0494689,0.1027,0.115746,0.0605098,0.00833749,0.00564984,1.01278,1.45267,0.366318,0.545479,0.331178,0.123343
0,-476.11,-11.6997,-4.98507,-5.02425,-4.26316,0.0403304,0.0462704,0.00121878,0.166836,35.016,31.3239,0.497087,0.314996,0.273926,0.0566023,0.178356,0.335504,0.0757125,0.127566,0.108294,0.0937228,0.0198422,0.0134204,1.08574,2.46289,0.257953,0.583227,0.330202,0.0865707
0,-471.716,-9.98842,-4.96618,-5.07079,-4.48657,0.040936,0.0471037,0.00815624,0.176253,31.0136,52.3339,0.467892,0.21931,0.0991305,0.0389926,0.175937,0.370943,0.0678872,0.110653,0.116895,0.0806497,0.0201011,0.00740615,1.49182,2.03952,0.309439,0.611094,0.30522,0.0836869
0,-481.125,-13.3077,-4.92365,-5.05418,-4.69769,0.0418814,0.0491997,0.0144736,0.158107,35.9962,40.8649,0.452531,0.200202,0.321772,0.114155,0.172794,0.318795,0.0962945,0.106024,0.0956495,0.0489622,0.000934091,0.00764073,1.78814,2.03849,0.25235,0.566131,0.358886,0.074983
0,-473.777,-9.09013,-4.91564,-5.05087,-4.54324,0.0401055,0.049254,0.00542944,0.174564,41.1405,42.1376,0.476911,0.300703,0.129135,0.0241298,0.171729,0.381343,0.0580449,0.107604,0.131147,0.0864098,0.0139602,0.00484615,1.31725,2.27247,0.329954,0.578443,0.310512,0.111045
0,-479.519,-12.4425,-5.11259,-5.07058,-5.13744,0.0418146,0.049671,0.00394161,0.169448,34.183,49.1827,0.488356,0.288758,0.270382,0.00340081,0.170491,0.335119,0.034547,0.128929,0.123891,0.0823211,0.0127269,0.00506747,1.18306,3.32052,0.273506,0.613702,0.287116,0.0991814
0,-478.935,-13.6905,-4.95738,-5.09447,-5.20715,0.0436239,0.0478549,0.00718149,0.165985,38.6957,31.4844,0.486609,0.14866,0.235716,0.0132828,0.216966,0.333532,0.0236354,0.127801,0.116076,0.0496386,0.00717522,0.00796041,1.52367,1.09968,0.640281,0.622771,0.285163,0.0920658
0,-482.75,-11.4029,-4.92645,-5.04912,-4.29424,0.0422537,0.0494845,0.00346362,0.176465,38.8738,45.4021,0.487193,0.190593,0.268563,0.00546871,0.146165,0.35284,0.0338711,0.11284,0.120153,0.143351,0.00571249,0.00599718,1.1046,5.57744,0.398901,0.534089,0.353905,0.112006
0,-478.605,-12.3122,-4.97449,-4.99724,-5.07906,0.0406543,0.0483964,0.00397717,0.147016,36.9521,42.975,0.483728,0.14062,0.344921,0.0127378,0.174605,0.347722,0.033134,0.12528,0.091287,0.0465269,0.00447868,0.00991051,1.0942,1.35375,0.424409,0.530766,0.365979,0.103255
0,-504.568,-19.1783,-4.97595,-5.05079,-4.82711,0.0426652,0.048372,0.00958608,0.172313,35.7783,39.6253,0.363509,0.178917,0.3007,0.00298077,0.168361,0.358186,0.0389232,0.129484,0.106606,0.08188,0.231035,0.0366386,0.953594,2.64661,0.355784,0.518995,0.378938,0.102067
0,-483.762,-15.8383,-4.93536,-5.18275,-4.41719,0.0428181,0.0491847,0.0112505,0.153705,40.8763,30.1012,0.464861,0.195445,0.299054,0.127027,0.178495,0.353315,0.0143341,0.121857,0.0981228,0.050511,0.00519908,0.00393103,1.33124,2.21443,0.519391,0.635588,0.225013,0.1394
0,-481.461,-13.2208,-4.90989,-5.07379,-5.23425,0.0425726,0.0478948,0.00154835,0.167788,41.9435,43.3246,0.483808,0.192424,0.301867,0.00399349,0.148637,0.34535,0.0576874,0.116065,0.107998,0.066667,0.00050261,0.00884987,1.69808,2.65465,0.357999,0.560849,0.36207,0.0770807
0,-487.309,-14.1825,-5.07045,-5.02589,-5.47471,0.0433666,0.0491019,0.00236516,0.167248,40.6541,36.0938,0.48873,0.148848,0.11615,0.0068269,0.157961,0.349046,0.0221681,0.100629,0.105142,0.0586626,0.00960675,0.00269113,1.97185,2.91765,0.491321,0.533795,0.391889,0.0743162
0,-481.691,-11.2527,-4.99332,-5.16918,-5.35029,0.0417589,0.0495276,0.00300313,0.175303,34.5187,44.8367,0.49067,0.137955,0.179407,0.0126933,0.185104,0.332111,0.0375912,0.11547,0.097688,0.0733869,0.0047984,0.00473354,1.68092,2.98167,0.731795,0.600585,0.340112,0.0593026
0,-478.791,-10.7669,-5.01758,-4.99673,-4.03348,0.0410298,0.0486767,0.00548294,0.176132,33.311,34.1553,0.495514,0.179751,0.297135,0.0577365,0.158963,0.370287,0.0312147,0.109096,0.101161,0.056984,0.00356821,0.022795,1.61976,2.13712,0.623574,0.570301,0.33026,0.0994384
0,-518.496,-16.4205,-4.9384,-5.13444,-4.21531,0.042251,0.0496278,0.0248774,0.150062,39.888,43.3552,0.490445,0.175347,0.170221,0.032985,0.19737,0.304951,0.0569444,0.123345,0.10964,0.133098,0.0119086,0.00147148,1.67027,2.85016,0.269289,0.542563,0.363797,0.09364
0,-479.082,-16.3285,-4.95974,-5.211,-4.21159,0.0420944,0.0494192,0.00753288,0.163654,28.8354,33.474,0.466098,0.280045,0.325625,0.196273,0.168635,0.336405,0.0351948,0.103016,0.119005,0.0628269,0.0011833,0.00156848,1.15777,2.32846,0.59632,0.588364,0.326604,0.0850319
0,-479.063,-17.4055,-4.98214,-5.2117,-4.18322,0.0403174,0.0493809,0.00619086,0.158081,30.1863,29.7776,0.492103,0.18462,0.211682,0.0243657,0.153472,0.37714,0.0619531,0.108401,0.1323,0.0960947,0.00190712,0.00210237,1.55624,2.16372,0.183067,0.595988,0.281561,0.122451
0,-485.611,-16.9298,-4.98865,-5.15449,-4.42344,0.0435196,0.0497798,0.00227831,0.178414,40.1484,30.8906,0.473503,0.0411361,0.249992,0.0107827,0.190942,0.399376,0.0221066,0.10971,0.103285,0.0350816,0.00639837,0.00355397,2.06585,2.37079,0.403411,0.588359,0.330343,0.0812989
0,-476.893,-15.2505,-4.9471,-5.14076,-4.76997,0.0402381,0.0494543,0.00165345,0.167036,40.7338,40.7663,0.497426,0.378593,0.208051,0.0345296,0.155214,0.37318,0.0378273,0.109661,0.103882,0.0606283,0.0371363,0.00960324,1.55996,1.42481,0.494613,0.577231,0.37499,0.0477793
0,-471.882,-8.3511,-4.9399,-5.05997,-4.78767,0.0425305,0.0482138,0.00495472,0.17446,38.4197,27.9258,0.472176,0.368086,0.223253,0.0483037,0.184068,0.377345,0.0473625,0.109183,0.109224,0.0926994,0.0119521,0.00701999,1.32361,1.22006,0.472813,0.553123,0.330979,0.115898
0,-478.171,-14.9027,-4.85321,-5.13149,-4.0964,0.0431567,0.0492833,0.00289281,0.168918,33.2358,46.7765,0.452154,0.308461,0.07597,0.0350069,0.154719,0.30857,0.0251491,0.116878,0.0979987,0.0491223,0.0175816,0.00349322,1.31692,3.54702,0.209654,0.598975,0.328116,0.0729092
0,-486.652,-14.456,-4.93165,-5.07892,-4.62598,0.042155,0.0498399,0.00746154,0.15877,34.8666,30.7307,0.47128,0.188355,0.349651,0.0186515,0.16313,0.381908,0.0643793,0.146914,0.106253,0.0775346,0.0159391,0.00487437,1.65972,1.0417,0.361268,0.476159,0.394506,0.129335
0,-484.139,-11.9296,-4.9807,-5.03088,-4.17783,0.042254,0.0490527,0.00116953,0.173646,39.8492,36.7119,0.47879,0.0964223,0.251418,0.0656273,0.169347,0.380633,0.0272543,0.128149,0.111822,0.15636,0.100148,0.0071398,1.14576,1.57221,0.215938,0.602501,0.326297,0.0712016
0,-478.126,-9.90481,-5.03363,-5.08148,-4.40323,0.040486,0.0485322,0.00891151,0.174294,34.4581,31.0734,0.495722,0.259704,0.259708,0.00855075,0.173133,0.389947,0.0821452,0.109321,0.106797,0.108512,0.00501,0.00724881,1.60385,2.05833,0.610063,0.605921,0.322633,0.0714457
0,-483.816,-12.1479,-5.13114,-5.09108,-4.53492,0.0412936,0.0494229,0.00297128,0.1747,37.8058,38.7302,0.479331,0.29969,0.227112,0.295151,0.156995,0.304527,0.0441796,0.11181,0.12041,0.0565035,0.00336675,0.00468062,1.60908,2.5504,0.483428,0.571322,0.324861,0.103817
0,-478.422,-9.07786,-5.00755,-5.12605,-5.43819,0.0414406,0.0488687,0.00259179,0.169872,33.7391,35.7043,0.477739,0.217418,0.204052,0.0319023,0.158723,0.350846,0.0502356,0.106458,0.0992382,0.088391,0.00410488,0.00890136,1.78837,2.50474,0.560078,0.593359,0.348941,0.0577004
0,-473.092,-5.35942,-4.88966,-5.05498,-4.62275,0.0424382,0.049485,0.0012159,0.168435,35.2369,37.1487,0.488255,0.238417,0.204927,0.0249539,0.168093,0.353419,0.0253325,0.107315,0.11558,0.0837099,0.00826308,0.00920352,1.16081,2.40402,0.225404,0.613022,0.30624,0.0807383
0,-485.84,-12.7991,-4.90917,-5.028,-4.64389,0.0430308,0.049242,0.00347488,0.175604,40.5432,32.4196,0.487451,0.0895734,0.161166,0.0487081,0.187406,0.281285,0.0556047,0.136555,0.107812,0.0459493,0.034968,0.00357916,1.15832,2.77532,0.677534,0.584297,0.305999,0.109704
0,-477.221,-9.72797,-4.95914,-5.0973,-4.62792,0.0424034,0.0494347,0.0196125,0.168009,33.5824,27.3134,0.482169,0.138393,0.170187,0.00521826,0.175263,0.288355,0.0280048,0.118094,0.100746,0.090913,0.00306353,0.00595602,1.44184,2.1136,0.306152,0.605489,0.311751,0.0827601
0,-477.906,-10.7225,-4.99562,-5.00764,-4.75731,0.0422716,0.0495631,0.0082844,0.178175,33.8758,41.0059,0.493338,0.147709,0.143262,0.00298717,0.189747,0.390756,0.0528491,0.125098,0.115064,0.0757573,0.0121652,0.00685973,1.54137,3.07462,0.223171,0.547495,0.333753,0.118753
0,-476.62,-13.2853,-4.96015,-5.01734,-4.21714,0.0433684,0.0488121,0.00174323,0.187554,30.9363,41.0342,0.455216,0.209405,0.223207,0.0126835,0.184677,0.322866,0.0334207,0.125026,0.100269,0.117669,0.0768839,0.00359518,1.1439,4.13197,0.387419,0.624892,0.295178,0.0799302
0,-481.78,-13.8111,-5.00265,-5.17141,-4.2344,0.0407436,0.0486741,0.00105108,0.180078,39.0656,34.3971,0.49122,0.12301,0.159146,0.0280732,0.146823,0.365675,0.0194592,0.134781,0.117913,0.060881,0.000861655,0.00442754,1.99637,2.06546,0.301859,0.620046,0.283747,0.0962076
0,-481.727,-12.9028,-5.00545,-5.06198,-5.11014,0.041498,0.0494346,0.0143491,0.170774,29.1241,29.0691,0.475856,0.280924,0.138313,0.0120209,0.16111,0.295916,0.0474276,0.129691,0.102451,0.0601326,0.00323177,0.0068187,1.28277,4.5928,0.34248,0.598804,0.29134,0.109856
0,-485.683,-12.2251,-4.93888,-5.09232,-4.91876,0.0423874,0.049773,0.00731549,0.169299,46.5099,31.5733,0.463833,0.178948,0.224569,0.0490202,0.199019,0.329414,0.0745786,0.12403,0.0941004,0.0741741,0.0110922,0.00277195,1.43175,2.64253,0.61747,0.591564,0.324543,0.0838924
0,-476.519,-7.15721,-5.00009,-5.08327,-4.63546,0.0421514,0.0491488,0.00384383,0.164628,28.2098,42.2413,0.460719,0.146248,0.312897,0.0718587,0.177703,0.3614,0.0503745,0.115837,0.0995571,0.06028,0.00481521,0.00250979,1.09204,1.85664,0.366714,0.536103,0.367145,0.0967528
0,-481.229,-17.0025,-4.87065,-5.11946,-4.1618,0.0416845,0.0492171,0.00386684,0.168116,34.3986,29.4494,0.479595,0.147056,0.0400117,0.0526823,0.160471,0.386982,0.0593773,0.10511,0.113692,0.0796176,0.00425288,0.00979764,1.11529,3.90865,0.838099,0.544722,0.383089,0.0721892
0,-473.212,-8.09138,-4.92672,-5.10638,-4.74809,0.0414347,0.0475299,0.00287993,0.182191,39.2585,33.5394,0.467341,0.208152,0.26154,0.0480267,0.175859,0.317232,0.0841695,0.113611,0.103933,0.0552587,0.00828723,0.00303715,1.53568,1.40299,0.541339,0.612989,0.304116,0.0828952
0,-477.131,-8.78623,-4.95704,-5.12533,-4.52245,0.0422817,0.0494685,0.00264371,0.164716,41.0942,28.403,0.460795,0.120006,0.129538,0.00953393,0.163124,0.333587,0.0443311,0.122217,0.116479,0.0764293,0.00837761,0.0055872,1.6166,4.38757,0.391029,0.62197,0.271629,0.106401
0,-478.987,-8.89337,-5.03425,-5.10551,-4.60843,0.0425726,0.049391,0.00555053,0.166168,37.3432,43.6992,0.472492,0.112158,0.229323,0.0833897,0.192546,0.36122,0.0327913,0.108182,0.109989,0.0793134,0.0264395,0.00297131,1.16125,2.36887,0.421187,0.541064,0.294303,0.164633
0,-482.131,-14.6388,-5.00562,-5.0263,-4.39677,0.0393355,0.0487918,0.00525604,0.159554,33.6972,23.0472,0.481772,0.291742,0.167293,0.0921723,0.15382,0.365579,0.0139807,0.122264,0.113473,0.0630849,0.00433299,0.0174474,0.996891,1.55984,0.29515,0.638543,0.279991,0.0814665
0,-479.076,-11.1781,-5.04101,-5.02159,-4.48451,0.0405894,0.0488782,0.00246153,0.168886,41.3373,44.2509,0.488911,0.226041,0.335661,0.0165471,0.176422,0.321744,0.0267124,0.104163,0.0984811,0.1037,0.0315561,0.00184978,2.03265,1.37767,0.305641,0.518233,0.344595,0.137173
0,-479.4,-9.94629,-4.98366,-5.07219,-4.50997,0.0419374,0.0487559,0.0119807,0.158426,34.9417,39.7277,0.491574,0.170851,0.142774,0.0120665,0.197878,0.30437,0.0278245,0.131864,0.126229,0.0990076,0.00814744,0.00742153,1.75878,2.92976,0.304142,0.554774,0.325372,0.119854
0,-478.051,-12.7017,-4.89781,-5.10744,-4.94611,0.044271,0.04903,0.00148015,0.172694,35.855,30.9452,0.495921,0.271,0.181393,0.0825084,0.182249,0.34866,0.0543197,0.110087,0.109071,0.107657,0.0197632,0.000841486,1.63957,2.957,0.33594,0.573176,0.320213,0.106612
0,-478.66,-10.0896,-4.98339,-5.15218,-4.53632,0.0423072,0.049407,0.00253528,0.167596,31.0926,42.1394,0.486618,0.225692,0.282492,0.0236271,0.175743,0.371057,0.0578906,0.106221,0.104374,0.0412963,0.00474777,0.00300297,1.96883,5.46355,0.503205,0.60185,0.326209,0.0719414
0,-494.22,-27.2213,-5.09872,-4.95712,-4.69697,0.0424777,0.0490898,0.00224573,0.184383,30.6092,36.0587,0.47122,0.261765,0.11157,0.265373,0.140301,0.365403,0.0299986,0.124536,0.100411,0.192142,0.020742,0.00466087,0.885582,2.11134,0.118788,0.643126,0.252509,0.104365
0,-483.52,-13.0065,-5.04592,-5.18059,-4.59436,0.0433019,0.0495343,0.00173693,0.161625,38.8255,40.1451,0.492855,0.0841638,0.158068,0.0188574,0.153445,0.360951,0.0715425,0.127771,0.099741,0.0821,0.0151379,0.0283013,1.71348,1.40988,0.268662,0.573057,0.350358,0.0765846
0,-477.877,-9.28695,-4.91051,-5.05879,-4.5525,0.0401666,0.0489277,0.00573127,0.167,38.0393,29.2669,0.495004,0.250149,0.277603,0.0179123,0.192416,0.379652,0.0579693,0.0987577,0.0948808,0.101231,0.0168937,0.00706891,1.34578,1.74632,0.3625,0.525349,0.350005,0.124646
0,-470.937,-8.09466,-4.90259,-5.11434,-4.56831,0.0420816,0.0491223,0.00867283,0.173907,30.421,35.7516,0.493165,0.252882,0.149025,0.0533475,0.189968,0.332204,0.0434262,0.115456,0.10477,0.0398104,0.0179489,0.00511982,1.17278,2.11448,0.497929,0.624208,0.303736,0.0720557
0,-486.228,-10.9534,-4.93265,-5.07532,-4.72264,0.0425766,0.049336,0.00157145,0.164721,40.1807,44.6228,0.49037,0.0920054,0.36912,0.0778369,0.1591,0.389767,0.0390556,0.130128,0.12205,0.0510112,0.00448212,0.0062558,1.19263,2.05403,0.516102,0.518275,0.357863,0.123862
0,-484.937,-15.1272,-4.99069,-5.19514,-4.53848,0.043498,0.0486757,0.00138746,0.157757,44.8197,37.4305,0.480298,0.195314,0.137803,0.0129028,0.133428,0.339678,0.0203454,0.130598,0.114046,0.0545506,0.00592785,0.0135657,1.72133,3.50016,0.447934,0.617779,0.297786,0.084435
0,-479.167,-6.66064,-4.94245,-5.14396,-5.08756,0.0427804,0.0493306,0.00346368,0.166901,30.8089,38.2785,0.490318,0.180998,0.142434,0.0191685,0.15296,0.358072,0.0142473,0.109789,0.106324,0.0871585,0.00327007,0.00356002,1.36148,2.01037,0.362694,0.555939,0.327498,0.116563
0,-479.279,-16.6619,-5.13012,-5.04238,-4.71555,0.0437376,0.0494344,0.00751302,0.155424,30.4059,35.8633,0.492835,0.124315,0.267055,0.00785296,0.16044,0.31856,0.0670178,0.102039,0.09818,0.103352,0.0523347,0.0019437,1.58166,1.95471,0.619589,0.523091,0.370871,0.106038
0,-488.831,-13.397,-4.8937,-5.09299,-4.40891,0.0429861,0.0495279,0.0026369,0.173548,36.458,46.5998,0.470704,0.130414,0.16336,0.00797919,0.176022,0.383522,0.0288339,0.102576,0.105698,0.164216,0.0858417,0.00218358,1.17254,1.62053,0.297648,0.578919,0.282262,0.138819
0,-525.465,-19.3755,-5.02428,-5.13617,-4.0458,0.040747,0.0491643,0.0262315,0.188474,34.2153,33.673,0.4794,0.200886,0.268129,0.0246244,0.179624,0.326649,0.0467429,0.121208,0.116718,0.156531,0.00282528,0.00604314,2.10083,0.779472,0.427096,0.504819,0.369462,0.12572
0,-473.487,-8.38782,-5.08983,-5.15237,-4.51427,0.0409091,0.0484619,0.000909737,0.159966,36.0057,34.0675,0.47585,0.265682,0.21445,0.0551479,0.18953,0.353401,0.0196604,0.12342,0.108998,0.051921,0.0371976,0.00362334,1.63211,1.81733,0.353136,0.520794,0.37063,0.108576
0,-477.381,-10.4002,-5.07124,-5.21119,-4.75868,0.0425452,0.0494689,0.00270202,0.165128,36.9345,27.3874,0.480473,0.269649,0.258248,0.0145159,0.150198,0.387547,0.0256972,0.120254,0.0977875,0.0710474,0.00324623,0.00972422,1.29455,2.01797,0.431242,0.608822,0.270493,0.120685
0,-473.778,-9.71517,-4.91357,-5.01463,-4.72609,0.0414107,0.0494933,0.00354153,0.168342,37.9487,37.9133,0.483674,0.139414,0.282978,0.0677634,0.159342,0.35514,0.0301344,0.0942825,0.0946232,0.104401,0.0433549,0.00401913,1.58767,3.0516,0.428096,0.630821,0.270889,0.0982903
0,-482.092,-14.4449,-5.05921,-5.06594,-4.61685,0.0415229,0.0497893,0.00376416,0.183373,34.4603,31.6996,0.461728,0.198921,0.138132,0.122961,0.159531,0.386123,0.0785459,0.125448,0.122929,0.0303543,0.00284285,0.00450503,1.02822,1.27613,0.321345,0.547102,0.365764,0.0871337
0,-472.448,-8.00449,-5.02418,-5.09447,-4.91944,0.0427565,0.0485635,0.00686245,0.156259,32.88,47.4912,0.490802,0.155281,0.268434,0.0377177,0.189263,0.339499,0.0352139,0.113887,0.10012,0.0673268,0.00909807,0.00974464,1.38973,2.06113,0.412639,0.645972,0.284591,0.069437
0,-474.356,-8.42567,-4.9551,-5.13529,-4.81028,0.0423971,0.0491588,0.00101786,0.176851,39.1035,29.718,0.494446,0.212585,0.215819,0.00475094,0.194347,0.313424,0.0340094,0.12431,0.118284,0.0878791,0.0103912,0.00676268,1.60241,1.50791,0.258822,0.597011,0.304827,0.0981621
0,-478.457,-11.4158,-5.00067,-5.12159,-4.49784,0.0412997,0.0497271,0.00517239,0.174725,30.9101,41.5245,0.490058,0.294473,0.205449,0.0349345,0.168608,0.37005,0.00778867,0.118314,0.119757,0.0355372,0.00152288,0.00892174,1.22545,2.28855,0.258336,0.589796,0.326067,0.084137
0,-479.512,-12.1175,-5.01208,-5.06389,-5.1073,0.0415309,0.0489754,0.001696,0.184687,39.6733,49.1831,0.488956,0.126151,0.286908,0.00958895,0.167972,0.304669,0.0119982,0.122642,0.106807,0.0811022,0.00671862,0.00828128,1.51581,3.00993,0.358247,0.539194,0.304222,0.156583
0,-475.767,-8.36768,-5.01073,-5.11017,-4.66043,0.0407939,0.0489036,0.00116238,0.166674,40.7215,27.9307,0.460094,0.227141,0.294297,0.0298379,0.167439,0.35455,0.0257812,0.132681,0.104824,0.0637971,0.0036176,0.0240143,1.2493,1.63646,0.341656,0.583942,0.304902,0.111156
0,-485.186,-12.7309,-4.923,-4.9257,-4.38239,0.0419069,0.0494662,0.00431567,0.155494,33.6575,40.3218,0.443694,0.196129,0.283326,0.00571361,0.182445,0.314516,0.0197975,0.108029,0.103729,0.16345,0.0309049,0.00596348,1.63243,3.41663,0.391072,0.600726,0.298651,0.100624
0,-475.313,-7.79015,-4.87976,-5.06692,-4.72798,0.0409917,0.0491254,0.00619744,0.175105,40.3316,30.7494,0.487343,0.266893,0.197089,0.0391053,0.196832,0.339223,0.0544799,0.106042,0.106374,0.050155,0.00506984,0.00447341,1.36514,2.97134,0.256036,0.584793,0.307426,0.107781
0,-484.955,-17.2992,-5.00426,-5.12128,-5.16137,0.0405509,0.0492708,0.0041238,0.183591,42.6034,56.2612,0.479972,0.147229,0.238565,0.042194,0.204276,0.387408,0.0381033,0.126881,0.103468,0.0903068,0.163503,0.00484018,1.98615,1.18597,0.379639,0.631936,0.280662,0.087402
0,-486.928,-9.77746,-4.89545,-5.04857,-4.7693,0.0427568,0.0492611,0.00237108,0.172395,46.3262,37.6341,0.486007,0.160166,0.095695,0.0323579,0.154592,0.320822,0.0502383,0.125483,0.111344,0.0681783,0.0151748,0.0143721,1.38094,1.80658,0.481825,0.546194,0.334335,0.119471
0,-490.108,-17.8899,-5.04531,-5.0641,-4.54804,0.0390581,0.0497875,0.00343419,0.182585,28.0297,32.2673,0.452876,0.146245,0.0926854,0.127708,0.1719,0.37423,0.0824723,0.126307,0.120397,0.0411247,0.0121983,0.00767487,1.85275,2.17187,0.183553,0.575112,0.316932,0.107956
0,-479.283,-12.7885,-5.02273,-4.98822,-4.05307,0.0429086,0.0496346,0.00174294,0.178211,37.7162,28.8323,0.483148,0.11138,0.120156,0.0513111,0.174207,0.39445,0.0353463,0.11439,0.107355,0.0665508,0.00364305,0.00130807,1.13444,3.00413,0.274862,0.566769,0.344895,0.0883355
0,-476.46,-10.161,-5.03512,-5.05136,-4.29202,0.041932,0.0487076,0.00344462,0.174355,37.3348,34.2593,0.481031,0.312058,0.186543,0.0302072,0.141969,0.316977,0.0298773,0.105745,0.0983727,0.104057,0.0233826,0.0164437,1.61394,1.74475,0.209044,0.582863,0.342613,0.0745241
0,-481.865,-11.0861,-5.027,-5.13828,-4.72793,0.041492,0.0483848,0.00854263,0.159986,29.2434,34.2972,0.494938,0.176564,0.238443,0.190184,0.160362,0.286377,0.0279001,0.12519,0.103332,0.107349,0.02096,0.00711037,1.45626,2.05984,0.37196,0.582054,0.349858,0.068088
0,-476.343,-8.9068,-4.96877,-5.07427,-4.30565,0.0431095,0.0483615,0.00443219,0.173255,37.8711,37.8819,0.467536,0.216507,0.210231,0.0390667,0.165196,0.301692,0.0475343,0.124695,0.123914,0.0370787,0.0166626,0.011953,1.01975,1.41248,0.419718,0.600152,0.293407,0.106441
0,-480.123,-9.7213,-4.95027,-5.10101,-4.63989,0.0432849,0.0493016,0.00493847,0.166281,42.3702,41.5804,0.494945,0.175612,0.287167,0.0583681,0.166868,0.351296,0.0476929,0.110616,0.0995419,0.110277,0.0035326,0.0120339,0.820667,1.43115,0.221514,0.570172,0.326588,0.103239
0,-474.336,-5.92755,-5.0235,-5.04233,-4.42745,0.0424019,0.0488208,0.00355569,0.163435,31.9987,40.9934,0.486909,0.118692,0.129513,0.0258687,0.170735,0.390604,0.0365006,0.121245,0.110958,0.146426,0.00706763,0.00776818,1.62205,2.03681,0.353251,0.585631,0.321576,0.0927924
0,-490.254,-15.3239,-4.79473,-5.1072,-4.24295,0.0428221,0.0494152,0.00230235,0.182166,39.3401,52.4837,0.480551,0.107113,0.205104,0.0149799,0.176389,0.342311,0.0732181,0.129055,0.115091,0.130888,0.0366746,0.00757608,1.87637,2.26494,0.25016,0.594329,0.301109,0.104562
0,-516.908,-19.8051,-4.98204,-5.08667,-4.58886,0.0391223,0.0485406,0.00160807,0.157623,25.0564,28.477,0.475148,0.153631,0.181657,0.111793,0.167634,0.343488,0.0215038,0.121625,0.0944772,0.0597911,0.00416347,0.0645421,1.47528,1.72544,0.404476,0.625721,0.307848,0.0664307
