# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = calibration_model
# start_datetime = 2022-07-04 15:06:10 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = calibration.json
# init = calibration.init.json
# random
#   seed = 3504925963 (Default)
# output
#   file = fit-vb.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,log_p__,log_g__,theta_cons.1,theta_cons.2,theta_cons.3,theta_age.1,theta_age.2,theta_age.3,rho0,rho1,rho2,eta.1,eta.2,eta.3,eta.4,phi.1,phi.2,phi.3,psi.1,psi.2,psi.3,kappa,nu,rate_LS_progression_AB,rate_LS_progression_BC,rate_LS_progression_CD,Dabir_genotype.1,Dabir_genotype.2,Dabir_genotype.3
# Stepsize adaptation complete.
# eta = 1
0,-485.491,-12.1824,-4.93233,-5.03135,-4.89938,0.0420175,0.0495901,0.00837625,0.16593,32.0956,44.0379,0.469147,0.296783,0.123124,0.0652559,0.193648,0.409863,0.0228196,0.120166,0.103391,0.0804772,0.0524435,0.00180243,1.12673,2.73522,0.279304,0.602571,0.293081,0.104348
0,-485.096,-12.9128,-4.91964,-5.14019,-5.25681,0.0419266,0.0498946,0.00531272,0.154807,35.5343,42.5349,0.480585,0.163779,0.0939757,0.00451418,0.17706,0.37959,0.0165608,0.118634,0.105698,0.0638779,0.00758787,0.0172292,1.34341,2.39455,0.326298,0.577269,0.319673,0.103058
0,-475.927,-9.15528,-4.98489,-5.16178,-4.24872,0.0425746,0.0495147,0.00260755,0.173697,34.1132,35.445,0.495307,0.1766,0.312947,0.0567608,0.153039,0.338324,0.0344181,0.112084,0.107182,0.058063,0.016496,0.00151654,1.26209,3.07837,0.590071,0.522137,0.367401,0.110462
0,-478.192,-13.4581,-4.88323,-5.00219,-4.55714,0.0401483,0.0496083,0.0132622,0.172887,34.3062,28.07,0.474751,0.165374,0.318366,0.0315767,0.189017,0.372067,0.0154354,0.102829,0.110861,0.0867685,0.00455876,0.00257039,1.16827,2.93393,0.709253,0.61256,0.294277,0.0931632
0,-479.811,-12.3084,-4.91162,-5.07419,-4.08349,0.0412558,0.0493885,0.00082187,0.160328,32.0428,34.0964,0.490841,0.320451,0.19837,0.0403437,0.191514,0.365311,0.0894692,0.103796,0.0987711,0.0388499,0.00451152,0.0103031,1.3451,4.143,0.333632,0.557933,0.344308,0.0977597
0,-477.778,-9.45827,-4.92553,-5.04526,-4.76867,0.0418996,0.04964,0.00562678,0.151848,31.0645,34.0086,0.436049,0.203108,0.130647,0.00773436,0.167625,0.369152,0.0480252,0.123489,0.105644,0.0368075,0.00930529,0.00782641,1.16487,2.24444,0.544028,0.592633,0.317435,0.0899324
0,-481.299,-12.8073,-5.05571,-5.00633,-3.81146,0.0404557,0.0497594,0.00675737,0.158788,33.94,39.0263,0.494188,0.249506,0.258817,0.0117534,0.158324,0.333804,0.0448135,0.130175,0.110621,0.060708,0.0354376,0.0058113,1.43525,1.58687,0.263035,0.532682,0.379341,0.0879771
0,-478.954,-15.0537,-5.07822,-5.07647,-4.62648,0.0425033,0.0492809,0.00661144,0.182504,39.5012,30.7107,0.459498,0.228187,0.11149,0.0236417,0.165902,0.359718,0.0327228,0.123676,0.129202,0.0264342,0.00215269,0.0044072,1.36438,1.51381,0.171855,0.566394,0.351271,0.0823347
0,-484.443,-13.8337,-4.90161,-5.12116,-4.87518,0.0415032,0.04903,0.000971525,0.165999,37.214,39.4073,0.476137,0.29968,0.102009,0.0570903,0.166372,0.374417,0.0103103,0.109336,0.106863,0.133107,0.0660517,0.00139886,1.81659,3.77403,0.309558,0.62942,0.289702,0.0808779
0,-477.313,-11.5508,-4.98508,-5.12209,-4.91259,0.041807,0.0495589,0.00806457,0.179972,36.5031,29.6099,0.491843,0.221186,0.370584,0.0391189,0.176694,0.379424,0.0145643,0.123241,0.0980814,0.0372393,0.00439958,0.00400284,1.56434,3.78805,0.72219,0.591569,0.31152,0.0969111
0,-478.064,-14.9315,-5.04835,-5.08509,-4.52725,0.041686,0.0492199,0.0053609,0.1825,38.9988,41.1108,0.464851,0.193373,0.211085,0.00244276,0.134187,0.369966,0.0964348,0.113876,0.0960456,0.105065,0.0108072,0.00921425,1.6592,1.82737,0.220176,0.590939,0.347777,0.0612843
0,-477.746,-10.4529,-4.88685,-5.10087,-4.64252,0.0420311,0.0488331,0.00221464,0.182971,43.4675,34.1339,0.487469,0.207017,0.0968813,0.0623422,0.145175,0.325834,0.0210329,0.119326,0.10596,0.0651579,0.0116004,0.00300301,1.90851,1.38331,0.306976,0.60364,0.315146,0.081214
0,-483.755,-13.2961,-4.99807,-5.03197,-4.9016,0.0418176,0.0485511,0.00277605,0.150221,32.7494,39.0397,0.465155,0.205,0.0816296,0.0411231,0.176562,0.408066,0.0143698,0.112587,0.10452,0.0737287,0.0190154,0.013521,0.941703,1.22178,0.251459,0.532247,0.382711,0.0850427
0,-475.889,-8.81081,-4.92262,-5.1252,-4.63335,0.0406155,0.0496813,0.00509084,0.154071,37.2244,50.5368,0.48507,0.189966,0.259906,0.00980221,0.16604,0.350677,0.0144362,0.11012,0.102756,0.0749628,0.0090935,0.00213908,1.65786,2.33632,0.355135,0.617422,0.284207,0.0983714
0,-470.711,-7.88452,-5.01095,-5.02046,-4.81853,0.0404672,0.049077,0.00227502,0.163131,41.0765,41.1981,0.482023,0.10909,0.201888,0.0959231,0.153837,0.329789,0.0345876,0.11551,0.0957898,0.139089,0.0235374,0.00626666,1.45547,1.81609,0.372673,0.616845,0.296377,0.0867784
0,-473.729,-7.8938,-5.01255,-4.95535,-4.4848,0.042106,0.0487027,0.00116512,0.171142,38.5322,33.6278,0.487869,0.259341,0.224232,0.0617422,0.175101,0.347481,0.0482954,0.113348,0.117817,0.0714056,0.00835627,0.0117431,0.977722,2.36473,0.25237,0.597617,0.326073,0.0763096
0,-487.106,-12.5787,-5.00095,-5.02856,-4.46781,0.0440812,0.0494688,0.00265237,0.172146,37.0337,51.5297,0.450041,0.133442,0.143157,0.016877,0.164627,0.298396,0.0283396,0.134918,0.10122,0.0893069,0.019349,0.00529474,1.02374,3.03597,0.65507,0.541611,0.368213,0.0901764
0,-481.4,-14.2844,-5.10535,-5.1051,-4.65124,0.0420566,0.0494724,0.000685745,0.157278,40.8558,35.7763,0.498165,0.255903,0.22367,0.0145765,0.189331,0.368853,0.0179612,0.112358,0.114729,0.0341129,0.022027,0.00322334,2.21121,1.73226,0.312767,0.621711,0.285506,0.092783
0,-484.626,-16.6389,-4.99746,-5.09844,-4.7665,0.0392511,0.0496975,0.0148147,0.179164,38.4846,41.8473,0.488163,0.275662,0.236255,0.189783,0.172121,0.361711,0.01301,0.113906,0.107467,0.0444284,0.00778681,0.0053323,0.70699,3.0385,0.241293,0.535256,0.336355,0.128389
0,-491.009,-14.7571,-4.90647,-5.0345,-4.96939,0.0429843,0.0498216,0.00400889,0.145921,35.8082,41.9409,0.485027,0.266256,0.248063,0.0833628,0.154687,0.346065,0.0202999,0.1277,0.0906138,0.10966,0.00899689,0.00531169,1.09108,2.74432,0.355435,0.504257,0.412527,0.0832164
0,-479.21,-14.3291,-4.96063,-5.15636,-4.48122,0.041712,0.0494273,0.00105576,0.181549,35.7504,27.1715,0.494418,0.265229,0.149583,0.0119423,0.159927,0.394494,0.0283471,0.0926897,0.114942,0.0703019,0.00868823,0.00375792,1.35539,1.37004,0.420395,0.517752,0.409149,0.073099
0,-483.524,-12.8367,-5.01043,-4.92021,-4.54683,0.0414585,0.0495376,0.00288333,0.152251,39.4329,38.0158,0.496165,0.152369,0.270783,0.087777,0.160218,0.323133,0.0175878,0.105553,0.109157,0.0764514,0.00671639,0.00153538,1.19765,1.22035,0.383125,0.558211,0.347834,0.0939554
0,-481.165,-15.5043,-5.0007,-5.14966,-3.91432,0.0423021,0.0485957,0.00769397,0.175415,33.0557,38.5012,0.43918,0.139826,0.321094,0.0280374,0.156319,0.338206,0.0374371,0.116727,0.0976358,0.0253057,0.0234924,0.00546545,1.15423,0.835362,0.397233,0.545887,0.312047,0.142067
0,-481.057,-13.9691,-4.97183,-5.01902,-4.57739,0.041846,0.049406,0.00241947,0.171539,41.2179,37.2438,0.492069,0.36091,0.26356,0.13054,0.206937,0.321797,0.0869694,0.127731,0.0940886,0.123482,0.0636118,0.00657835,1.19974,1.84369,0.314436,0.623215,0.272604,0.104181
0,-473.763,-8.23107,-4.94694,-5.03127,-4.6566,0.0423079,0.0497287,0.00679176,0.168373,33.455,39.251,0.4898,0.252752,0.203574,0.0138585,0.178361,0.318288,0.0515011,0.105409,0.0942961,0.106036,0.0119258,0.00932618,1.40136,3.61125,0.28267,0.537918,0.324468,0.137614
0,-485.541,-16.0104,-4.88138,-5.12512,-4.52082,0.0406614,0.0495063,0.00489874,0.149171,35.0392,34.9577,0.467755,0.13652,0.121209,0.0106209,0.157266,0.386959,0.0236314,0.132638,0.0943928,0.0292753,0.0542198,0.0229723,1.10679,2.18395,0.417853,0.574065,0.306277,0.119658
0,-477.714,-8.82493,-4.96436,-5.09459,-4.81608,0.0415344,0.0491511,0.00836751,0.156095,32.3539,45.8438,0.441133,0.173066,0.157628,0.0291245,0.197915,0.349588,0.093807,0.108917,0.1168,0.0605041,0.00869116,0.00583694,1.47426,1.80095,0.556555,0.585698,0.322582,0.0917201
0,-486.66,-11.1285,-4.97099,-5.12015,-4.37428,0.0423216,0.0491338,0.00211549,0.152438,33.2689,30.3573,0.286747,0.169123,0.179081,0.0631384,0.18562,0.323496,0.0309772,0.109843,0.11861,0.0557325,0.0378608,0.00592938,1.41429,2.54878,0.408407,0.548448,0.357313,0.0942395
0,-503.108,-17.5176,-4.86446,-5.01681,-4.04376,0.042535,0.0498851,0.00145693,0.161512,40.9253,34.5447,0.491782,0.130335,0.308427,0.0203076,0.163453,0.33425,0.016702,0.123389,0.120636,0.0938204,0.101921,0.0247943,1.48821,2.42594,0.458512,0.504092,0.377646,0.118262
0,-482.883,-15.6826,-5.03965,-5.10839,-4.87053,0.0439809,0.0497042,0.00295633,0.162271,38.8105,50.721,0.485268,0.265271,0.201278,0.0304973,0.176275,0.29975,0.0358961,0.156195,0.109334,0.0684954,0.0078667,0.00333267,1.33455,1.40089,0.423872,0.611401,0.325176,0.0634231
0,-488.961,-17.4831,-4.93408,-4.99738,-4.5053,0.0424898,0.0489658,0.00257406,0.171295,49.8434,39.6486,0.416157,0.360712,0.181195,0.103383,0.184997,0.342392,0.031107,0.107287,0.116596,0.15131,0.0112916,0.0116405,1.8047,1.68843,0.564261,0.550797,0.342166,0.107037
0,-476.801,-10.1863,-4.93605,-5.12144,-4.26672,0.0435846,0.0497685,0.00269377,0.177964,36.2287,32.7184,0.487112,0.286005,0.131929,0.0302376,0.180507,0.331944,0.0420912,0.123464,0.12931,0.129027,0.00464176,0.00332765,1.58876,1.88134,0.288204,0.578184,0.312278,0.109538
0,-472.822,-9.83157,-5.00569,-5.20233,-4.74427,0.041569,0.0493725,0.00180963,0.168746,45.0265,28.7269,0.43688,0.290431,0.23305,0.0181245,0.170943,0.355742,0.0664739,0.129298,0.107346,0.0824931,0.0194957,0.0119772,1.44455,2.35342,0.452338,0.584387,0.313347,0.102266
0,-475.615,-10.0927,-4.90169,-5.16238,-4.63517,0.0406737,0.0488699,0.00486126,0.175975,36.4989,32.7013,0.496031,0.108768,0.232126,0.026912,0.151313,0.373483,0.0436975,0.103183,0.110015,0.0604275,0.0273314,0.00462695,1.52578,2.14618,0.219459,0.597465,0.333769,0.0687653
0,-472.008,-6.7175,-5.05166,-5.0344,-4.55476,0.0425798,0.0490972,0.00315055,0.162235,31.3774,32.6183,0.487188,0.24792,0.237775,0.0194836,0.178416,0.371708,0.0776857,0.106287,0.123447,0.0880358,0.0126834,0.00506529,1.21471,2.92713,0.392532,0.603676,0.306525,0.0897996
0,-484.293,-18.4786,-5.00497,-5.16299,-4.42992,0.0405975,0.0497154,0.00691996,0.16743,39.5074,49.4592,0.498333,0.221271,0.0857496,0.0328957,0.19993,0.330936,0.069304,0.118479,0.0949241,0.0393981,0.154867,0.00792888,0.962238,1.86982,0.369775,0.614415,0.318053,0.0675321
0,-476.991,-9.63755,-4.92281,-5.13431,-4.67116,0.041744,0.0482195,0.00311432,0.171903,38.0674,37.0873,0.449635,0.161094,0.19566,0.0927873,0.163654,0.333211,0.025831,0.106175,0.10537,0.128837,0.00146579,0.00214209,1.39183,3.218,0.214404,0.56637,0.347424,0.0862067
0,-476.1,-7.99913,-4.9212,-5.13293,-4.70883,0.0428029,0.0489223,0.00683339,0.165062,34.1357,36.8773,0.486515,0.180575,0.190568,0.0162013,0.174485,0.368084,0.0233312,0.0964614,0.0960559,0.0900292,0.00608913,0.010755,1.559,1.54435,0.219723,0.535598,0.359388,0.105014
0,-486.911,-15.4436,-4.91314,-5.18514,-4.2019,0.0437489,0.0495524,0.00172577,0.171633,38.384,31.981,0.485668,0.118845,0.338423,0.110956,0.168823,0.265617,0.0202082,0.111665,0.123876,0.120574,0.0726033,0.00281625,1.31571,1.89538,0.407196,0.590397,0.336931,0.0726721
0,-480.993,-6.70946,-4.98284,-5.01183,-4.88105,0.0419771,0.0491904,0.00196784,0.159647,37.4835,33.8643,0.491964,0.0833208,0.205749,0.0530808,0.173418,0.332985,0.0668214,0.110799,0.109326,0.0606131,0.0209695,0.00429513,1.32596,1.95058,0.319342,0.516737,0.361997,0.121266
0,-481.788,-14.2991,-4.98806,-5.09653,-5.56471,0.040893,0.049213,0.00513187,0.163159,35.4857,31.1271,0.477008,0.191907,0.152711,0.148146,0.183686,0.301078,0.0609675,0.132513,0.0983391,0.0576831,0.0123643,0.0043082,1.95629,1.91125,0.385402,0.595344,0.2498,0.154856
0,-476.442,-9.01045,-4.88357,-5.08921,-4.40766,0.0405707,0.0493454,0.0110932,0.16112,36.9836,36.5058,0.482628,0.224102,0.194569,0.00493254,0.151947,0.342786,0.0285119,0.125415,0.108357,0.0659801,0.00189263,0.00584119,1.8618,3.61099,0.32434,0.560232,0.351946,0.0878218
0,-475.465,-6.99996,-4.96939,-5.07018,-4.61041,0.0418781,0.0492827,0.00948965,0.16144,41.942,38.9807,0.490516,0.169512,0.134345,0.0892059,0.178299,0.319231,0.0305469,0.120111,0.0951519,0.0791718,0.0435498,0.00607525,1.18919,1.28051,0.337766,0.594948,0.302124,0.102928
0,-477.647,-17.6296,-4.91169,-5.00963,-4.38215,0.0412714,0.0498922,0.00140953,0.166004,28.4171,22.626,0.488895,0.185399,0.363322,0.0167658,0.164055,0.365958,0.0187027,0.118696,0.0908146,0.120163,0.00732961,0.00286195,1.17692,1.21616,0.32928,0.637763,0.281334,0.0809036
0,-475.867,-10.8165,-4.98099,-5.19094,-4.91248,0.0404384,0.0496236,0.00536523,0.161482,32.5782,37.5575,0.476598,0.238712,0.198276,0.00799291,0.153223,0.359978,0.109713,0.107589,0.0965214,0.100478,0.00980137,0.00294655,1.75946,1.66774,0.272364,0.589009,0.294289,0.116703
0,-475.716,-12.7167,-4.94429,-5.14149,-4.76066,0.0438732,0.0495833,0.00346736,0.164066,30.1394,29.4833,0.409817,0.251435,0.106307,0.0374048,0.146886,0.379126,0.0479485,0.108991,0.118882,0.0759968,0.00686489,0.00428808,1.85287,3.99044,0.390475,0.594299,0.309355,0.0963464
0,-482.748,-17.55,-5.05639,-5.0168,-4.72059,0.0439742,0.0489319,0.00358279,0.167484,39.3976,31.9893,0.472008,0.200608,0.200437,0.109221,0.209732,0.300496,0.0198826,0.120082,0.121847,0.0418154,0.00312536,0.0257752,2.28013,1.16804,0.376187,0.544842,0.378193,0.0769644
0,-488.306,-18.7679,-5.05079,-5.17884,-4.34542,0.0417137,0.0488811,0.00602865,0.182736,39.1431,31.9788,0.487708,0.190221,0.0367582,0.0022566,0.16728,0.393648,0.0163689,0.105458,0.108002,0.150245,0.0250896,0.00755785,1.30998,3.0679,0.266508,0.590464,0.345211,0.0643254
0,-476.488,-12.5109,-4.93795,-5.09087,-4.4353,0.043617,0.048363,0.00203572,0.166491,34.3728,35.5649,0.460654,0.318745,0.201721,0.00187261,0.153444,0.316181,0.0159975,0.114416,0.109676,0.0453437,0.00821484,0.0100924,1.88102,2.83368,0.280418,0.576276,0.352343,0.0713807
0,-482.472,-16.1558,-4.94823,-5.03039,-4.40758,0.0423921,0.0495987,0.0025399,0.187911,43.2645,41.0415,0.480012,0.0636018,0.167673,0.0220222,0.195321,0.376911,0.0243099,0.109973,0.109207,0.0426545,0.00675665,0.0196404,0.93449,1.00928,0.359293,0.56593,0.319755,0.114315
0,-480.998,-14.085,-5.09773,-5.05722,-4.79423,0.0436735,0.0492822,0.00439652,0.156048,33.0642,37.8277,0.480741,0.158339,0.251656,0.00650212,0.177568,0.299738,0.0356686,0.10246,0.122597,0.0789296,0.00581685,0.00387315,0.803247,2.65803,0.508513,0.560597,0.303888,0.135514
0,-479.813,-10.7762,-5.01308,-5.06365,-4.6892,0.0419039,0.0488467,0.0033744,0.170703,37.9728,38.1294,0.493683,0.326138,0.17293,0.0218283,0.199061,0.319064,0.0385678,0.0933189,0.100012,0.0771283,0.0146738,0.00598681,1.91174,2.10831,0.264298,0.630914,0.302368,0.0667171
0,-477.902,-9.90201,-4.96937,-5.04199,-5.03412,0.0409146,0.0488559,0.00542957,0.167645,35.9074,46.2886,0.479094,0.199154,0.211892,0.00385319,0.185363,0.369071,0.0387883,0.124527,0.0958672,0.0412558,0.0107398,0.00270811,1.41251,3.98513,0.366236,0.616565,0.272602,0.110833
0,-480.288,-16.263,-4.96945,-4.95658,-4.97484,0.0408873,0.048332,0.00058563,0.167002,28.672,41.5935,0.496561,0.238752,0.116808,0.00852198,0.177799,0.287793,0.0524154,0.109747,0.0998835,0.101794,0.0143761,0.0166843,1.75252,1.03571,0.302807,0.601436,0.321997,0.0765676
0,-494.454,-16.6172,-4.89778,-5.05593,-5.55253,0.0432114,0.0480879,0.00296215,0.152165,42.0094,34.1807,0.459658,0.231052,0.205066,0.0080248,0.20768,0.333845,0.0321253,0.129602,0.102477,0.0614658,0.0251869,0.00907351,0.928542,1.52361,0.569287,0.613352,0.317619,0.0690286
0,-484.453,-12.3206,-4.9324,-5.0716,-4.3573,0.0422851,0.0481187,0.00471925,0.159557,37.1213,29.8817,0.486415,0.225635,0.240278,0.00216523,0.167254,0.34827,0.136157,0.113054,0.106418,0.0581184,0.150113,0.00708551,1.13586,2.67176,0.399657,0.584783,0.315898,0.0993186
0,-475.312,-8.53706,-4.9611,-5.09098,-4.21364,0.0416499,0.048943,0.005716,0.174139,38.2331,32.6773,0.489182,0.256624,0.227833,0.0216333,0.146622,0.383138,0.0614528,0.124925,0.0981136,0.0300103,0.00685378,0.00821915,1.25088,2.29907,0.452835,0.609849,0.314072,0.0760793
0,-478.021,-10.4822,-5.1425,-5.10087,-4.8991,0.0404654,0.0491251,0.00166331,0.154162,33.7828,41.7745,0.493956,0.134501,0.15504,0.0230008,0.193492,0.37932,0.0398049,0.123672,0.112258,0.0619093,0.0235428,0.00328905,1.6558,2.62471,0.309246,0.577727,0.336505,0.0857682
0,-476.304,-10.1462,-4.99089,-5.13096,-4.20673,0.0406114,0.0496593,0.00179602,0.170548,32.9991,43.319,0.494536,0.184787,0.198814,0.104389,0.15299,0.38789,0.0391731,0.14048,0.103236,0.108063,0.0112432,0.00373834,1.31874,2.64543,0.337724,0.614938,0.28221,0.102852
0,-474.501,-12.1635,-4.8945,-5.0939,-4.26196,0.0406105,0.0490456,0.00133193,0.161126,39.8481,41.803,0.48437,0.214378,0.268274,0.12921,0.145603,0.34997,0.0468564,0.105191,0.103135,0.0914776,0.00991674,0.00737948,2.46511,1.84653,0.305642,0.590913,0.268562,0.140525
0,-474.248,-9.26799,-5.03168,-5.09324,-4.51941,0.0413297,0.0496839,0.00293287,0.167323,37.3373,41.6388,0.489894,0.230828,0.118716,0.0946968,0.155755,0.350805,0.0764042,0.11555,0.0970279,0.0606993,0.0016308,0.00338765,1.16423,3.72426,0.419341,0.631124,0.283658,0.0852185
0,-477.278,-9.99638,-5.02732,-5.13281,-4.68168,0.0411574,0.0486186,0.0091691,0.172666,39.5502,39.0475,0.478314,0.154057,0.215455,0.0302052,0.181954,0.325223,0.0290327,0.117167,0.109713,0.0762191,0.0467627,0.0183189,1.12232,5.45544,0.556763,0.610044,0.303122,0.0868337
0,-478.469,-13.8311,-4.90253,-5.08387,-4.39556,0.0405467,0.049659,0.0117887,0.159891,38.3899,27.5787,0.478304,0.147932,0.26221,0.0298525,0.154606,0.38279,0.0287836,0.112675,0.132259,0.0334976,0.0451711,0.00368463,1.28456,3.18486,0.269372,0.534983,0.353828,0.111189
0,-480.263,-13.9124,-4.98375,-5.11835,-3.84197,0.0402115,0.0490949,0.000925611,0.162612,33.314,41.3816,0.447147,0.190328,0.23602,0.00737893,0.181155,0.337663,0.0710557,0.0981061,0.106395,0.0513433,0.0105921,0.0112039,1.1256,1.04797,0.585623,0.549691,0.348673,0.101636
0,-483.199,-15.6472,-5.03962,-5.20942,-4.34449,0.0399241,0.0489744,0.00739634,0.16702,38.0016,39.5734,0.492251,0.164025,0.245276,0.0534503,0.195341,0.399398,0.144614,0.125671,0.110238,0.0260831,0.00999545,0.00775568,1.21419,2.17509,0.235434,0.603713,0.316065,0.0802218
0,-489.555,-12.9438,-4.9686,-5.00186,-5.46428,0.0417014,0.0497196,0.000890607,0.156004,35.3341,35.3219,0.478862,0.18014,0.0744603,0.0212116,0.187437,0.376126,0.0237466,0.111197,0.103006,0.0847035,0.011438,0.00768146,1.02899,1.11278,0.350184,0.644737,0.276115,0.0791488
0,-478.623,-12.6442,-5.06118,-5.05085,-4.76439,0.0422904,0.0494856,0.00349975,0.166811,32.0727,38.7441,0.49875,0.134451,0.291401,0.00601346,0.190175,0.377348,0.0452224,0.109605,0.123567,0.115261,0.0442749,0.00986974,1.73354,1.50105,0.265597,0.538739,0.346453,0.114808
0,-484.044,-14.0869,-4.94017,-5.14033,-4.36456,0.0409696,0.049504,0.00515963,0.176066,34.8422,45.9038,0.455751,0.11952,0.275328,0.180637,0.160018,0.321889,0.0190723,0.150388,0.100782,0.0692276,0.0127473,0.00677311,1.10153,1.438,0.325616,0.622923,0.305237,0.0718405
0,-475.448,-7.04811,-4.94999,-5.01972,-4.51374,0.0408291,0.049414,0.00470693,0.169612,38.8906,32.0003,0.490886,0.149031,0.20854,0.0205731,0.15632,0.348459,0.0661453,0.107922,0.107019,0.0790009,0.0235116,0.0057185,1.1291,2.56178,0.444903,0.544446,0.3902,0.065354
0,-473.869,-5.57685,-4.99076,-5.103,-4.63507,0.0405271,0.0493558,0.00553245,0.175416,31.6266,43.8704,0.464375,0.162864,0.161855,0.0164954,0.170055,0.39402,0.0389003,0.109043,0.109568,0.10493,0.0143593,0.0065508,1.56374,2.11761,0.349461,0.562968,0.319544,0.117488
0,-493.458,-18.3517,-4.97063,-4.9732,-4.51902,0.0418623,0.0495959,0.00689897,0.166154,35.1449,35.0098,0.447812,0.158604,0.304662,0.0381346,0.174605,0.374855,0.174392,0.124022,0.114341,0.0477921,0.0583939,0.00372652,3.51203,1.28086,0.434853,0.528826,0.36898,0.102194
0,-472.344,-10.2923,-4.95665,-5.05065,-5.04926,0.0402005,0.0488536,0.0124598,0.156324,37.4283,38.7241,0.487202,0.26009,0.318791,0.0282488,0.151848,0.346227,0.0296575,0.117235,0.0976652,0.0729977,0.0529403,0.00464193,2.34046,2.48524,0.360725,0.548298,0.327479,0.124223
0,-480.783,-17.3958,-5.06219,-4.98622,-4.27201,0.0429093,0.0495088,0.00189889,0.170993,37.3709,35.6744,0.482112,0.128509,0.38766,0.00520817,0.155693,0.34989,0.0484428,0.105748,0.110395,0.13592,0.00300969,0.0112257,3.16732,2.48993,0.218939,0.611248,0.29988,0.0888725
0,-473.817,-7.87522,-5.00189,-5.217,-4.45408,0.0423906,0.049338,0.0048222,0.162516,38.8259,28.155,0.48283,0.270576,0.253756,0.0704611,0.186987,0.349578,0.0224738,0.122565,0.103677,0.105484,0.010856,0.00525497,1.06271,2.13108,0.24578,0.573846,0.309913,0.116241
0,-499.072,-14.9896,-4.97487,-5.00019,-4.7768,0.0409124,0.0495237,0.00221257,0.175522,40.3923,25.5957,0.304313,0.118169,0.101645,0.0375427,0.140477,0.337859,0.0271681,0.116937,0.114477,0.0599654,0.00635555,0.00241109,1.43822,1.86112,0.25539,0.553737,0.353826,0.0924371
0,-476.817,-8.10126,-5.08783,-5.01556,-4.96913,0.0417482,0.0494448,0.00226373,0.158901,35.0968,44.183,0.490551,0.132063,0.228938,0.0239114,0.202129,0.352039,0.0557977,0.122939,0.115829,0.0812692,0.0241636,0.00836868,1.25217,2.62306,0.275234,0.552368,0.342821,0.104812
0,-479.886,-14.474,-4.83429,-5.11087,-4.21436,0.0412393,0.0488309,0.0040121,0.159531,34.4404,35.876,0.495675,0.22817,0.0615751,0.0206266,0.181391,0.361259,0.0927905,0.117108,0.110336,0.0527329,0.010561,0.00716187,1.67683,3.57725,0.629077,0.644868,0.289922,0.0652107
0,-479.57,-11.8167,-5.03363,-5.11359,-4.11323,0.0425625,0.0491288,0.0056927,0.182493,35.2502,41.9811,0.477576,0.122819,0.265035,0.0234856,0.184384,0.315976,0.0223483,0.108118,0.110908,0.0915372,0.0105456,0.00329976,1.31126,1.41357,0.14422,0.614047,0.3083,0.0776528
0,-480.376,-11.5134,-4.97319,-5.09024,-4.50846,0.0395315,0.0495371,0.00140277,0.179424,38.271,39.6512,0.490782,0.223958,0.206515,0.00978433,0.166647,0.389493,0.0426596,0.0990671,0.0980068,0.0773025,0.00189093,0.00624334,0.875988,2.75918,0.217888,0.560078,0.334755,0.105167
0,-481.904,-12.7427,-5.07075,-5.14231,-4.33323,0.0410006,0.0497572,0.00249103,0.174694,33.7087,31.7207,0.494541,0.233708,0.310489,0.0148897,0.173648,0.335377,0.00669276,0.123407,0.0929731,0.0680383,0.0144514,0.00881819,1.22175,1.48585,0.665456,0.611314,0.316503,0.0721834
0,-474.229,-15.0551,-5.1537,-5.02425,-5.07844,0.0430543,0.0479557,0.00162302,0.160848,40.1139,40.7661,0.463483,0.240226,0.266551,0.00518212,0.135718,0.358235,0.021871,0.114348,0.116575,0.0888286,0.0396007,0.00281224,1.24017,2.10386,0.316949,0.585317,0.336537,0.078146
0,-475.447,-8.71924,-4.93445,-5.07872,-4.53741,0.0420946,0.0491464,0.000878426,0.164518,34.3545,38.1043,0.473708,0.125939,0.254816,0.00130008,0.181646,0.345152,0.0310585,0.115148,0.106923,0.0585956,0.00750005,0.00532934,1.16779,1.52928,0.223062,0.58672,0.306656,0.106624
0,-478.624,-9.85602,-5.01973,-5.10289,-4.65075,0.0421347,0.0479595,0.00180159,0.180346,38.7882,42.08,0.491224,0.226568,0.0892485,0.0570075,0.203075,0.358634,0.0258122,0.109371,0.114278,0.0825057,0.00138459,0.00486362,1.84195,1.70819,0.290685,0.551357,0.336856,0.111786
0,-483.653,-15.7061,-4.95018,-5.09583,-4.54357,0.0412546,0.0492648,0.00936628,0.169123,41.485,30.7474,0.466377,0.0819055,0.371178,0.0165637,0.16225,0.30251,0.0586233,0.107712,0.0832695,0.140298,0.00460549,0.0139218,1.10196,3.47908,0.304462,0.544861,0.358542,0.0965963
