# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = ppc_model
# start_datetime = 2022-07-15 20:21:44 UTC
# method = generate_quantities
#   generate_quantities
#     fitted_params = fit-3.csv
# id = 1 (Default)
# data
#   file = calibration.json
# init = 2 (Default)
# random
#   seed = 179292344 (Default)
# output
#   file = ppc-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
p_MSI_MLH1,p_MSI_MSH2,p_MSI_MSH6,pred_log_risk_ratio_under60,pred_log_risk_ratio_lowrisk,ppc_Dabir_MSI_MLH1,ppc_Dabir_MSI_MSH2,ppc_Dabir_MSI_MSH6,ppc_risk_ratio_under60,ppc_risk_ratio_lowrisk,ppc_PLSD_crc_MLH1_male.1,ppc_PLSD_crc_MLH1_male.2,ppc_PLSD_crc_MLH1_male.3,ppc_PLSD_crc_MLH1_male.4,ppc_PLSD_crc_MLH1_male.5,ppc_PLSD_crc_MLH1_male.6,ppc_PLSD_crc_MLH1_male.7,ppc_PLSD_crc_MLH1_male.8,ppc_PLSD_crc_MLH1_male.9,ppc_PLSD_crc_MLH1_male.10,ppc_PLSD_crc_MLH1_male.11,ppc_PLSD_crc_MLH1_female.1,ppc_PLSD_crc_MLH1_female.2,ppc_PLSD_crc_MLH1_female.3,ppc_PLSD_crc_MLH1_female.4,ppc_PLSD_crc_MLH1_female.5,ppc_PLSD_crc_MLH1_female.6,ppc_PLSD_crc_MLH1_female.7,ppc_PLSD_crc_MLH1_female.8,ppc_PLSD_crc_MLH1_female.9,ppc_PLSD_crc_MLH1_female.10,ppc_PLSD_crc_MLH1_female.11,ppc_PLSD_crc_MSH2_male.1,ppc_PLSD_crc_MSH2_male.2,ppc_PLSD_crc_MSH2_male.3,ppc_PLSD_crc_MSH2_male.4,ppc_PLSD_crc_MSH2_male.5,ppc_PLSD_crc_MSH2_male.6,ppc_PLSD_crc_MSH2_male.7,ppc_PLSD_crc_MSH2_male.8,ppc_PLSD_crc_MSH2_male.9,ppc_PLSD_crc_MSH2_male.10,ppc_PLSD_crc_MSH2_male.11,ppc_PLSD_crc_MSH2_female.1,ppc_PLSD_crc_MSH2_female.2,ppc_PLSD_crc_MSH2_female.3,ppc_PLSD_crc_MSH2_female.4,ppc_PLSD_crc_MSH2_female.5,ppc_PLSD_crc_MSH2_female.6,ppc_PLSD_crc_MSH2_female.7,ppc_PLSD_crc_MSH2_female.8,ppc_PLSD_crc_MSH2_female.9,ppc_PLSD_crc_MSH2_female.10,ppc_PLSD_crc_MSH2_female.11,ppc_PLSD_crc_MSH6_male.1,ppc_PLSD_crc_MSH6_male.2,ppc_PLSD_crc_MSH6_male.3,ppc_PLSD_crc_MSH6_male.4,ppc_PLSD_crc_MSH6_male.5,ppc_PLSD_crc_MSH6_male.6,ppc_PLSD_crc_MSH6_male.7,ppc_PLSD_crc_MSH6_male.8,ppc_PLSD_crc_MSH6_male.9,ppc_PLSD_crc_MSH6_male.10,ppc_PLSD_crc_MSH6_male.11,ppc_PLSD_crc_MSH6_female.1,ppc_PLSD_crc_MSH6_female.2,ppc_PLSD_crc_MSH6_female.3,ppc_PLSD_crc_MSH6_female.4,ppc_PLSD_crc_MSH6_female.5,ppc_PLSD_crc_MSH6_female.6,ppc_PLSD_crc_MSH6_female.7,ppc_PLSD_crc_MSH6_female.8,ppc_PLSD_crc_MSH6_female.9,ppc_PLSD_crc_MSH6_female.10,ppc_PLSD_crc_MSH6_female.11,ppc_PLSD_crc_PMS2.1,ppc_PLSD_crc_PMS2.2,ppc_PLSD_crc_PMS2.3,ppc_PLSD_crc_PMS2.4,ppc_PLSD_crc_PMS2.5,ppc_PLSD_crc_PMS2.6,ppc_PLSD_crc_PMS2.7,ppc_PLSD_crc_PMS2.8,ppc_PLSD_crc_PMS2.9,ppc_PLSD_crc_PMS2.10,ppc_PLSD_crc_PMS2.11,ppc_Germany_index_findings.1,ppc_Germany_index_findings.2,ppc_Germany_index_findings.3,ppc_Netherlands_index_findings.1,ppc_Netherlands_index_findings.2,ppc_Netherlands_index_findings.3,ppc_Finland_index_findings.1,ppc_Finland_index_findings.2,ppc_Finland_index_findings.3,ppc_Germany_fu_adenomas,ppc_Netherlands_fu_adenomas,ppc_Finland_fu_adenomas,ppc_Germany_fu_crc.1,ppc_Germany_fu_crc.2,ppc_Germany_fu_crc.3,ppc_Germany_fu_crc.4,ppc_Netherlands_fu_crc.1,ppc_Netherlands_fu_crc.2,ppc_Netherlands_fu_crc.3,ppc_Netherlands_fu_crc.4,ppc_Finland_fu_crc.1,ppc_Finland_fu_crc.2,ppc_Finland_fu_crc.3,ppc_Finland_fu_crc.4
0.785125,0.846053,0.462697,0.500502,-1.33057,233,188,19,1.52123,0.227927,5,2,7,7,5,4,4,1,3,4,1,13,2,15,8,13,13,9,5,7,4,8,3,1,9,4,8,7,6,3,6,2,2,5,2,7,7,10,10,15,5,16,5,4,0,0,2,0,0,2,2,2,3,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,46,12,493,95,25,581,68,27,172,551,381,90,4,0,1,49,15,3,2,44,22,9,3
0.831108,0.857196,0.418723,0.520824,-1.26316,229,192,16,1.79706,0.24958,5,5,6,10,6,6,11,4,1,4,2,5,5,6,5,14,9,15,6,8,6,4,7,2,4,2,10,3,5,3,5,0,2,2,1,6,5,5,6,21,6,6,4,3,0,0,0,1,1,1,3,6,8,1,1,1,2,1,3,5,2,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,303,50,12,501,86,26,558,89,29,174,573,426,89,1,1,4,37,28,2,2,33,34,11,0
0.84909,0.858222,0.283118,0.546802,-1.29118,247,188,9,1.77836,0.191567,1,7,8,7,10,7,7,3,2,2,1,10,3,14,6,18,10,12,5,8,3,5,5,2,4,6,7,7,8,3,1,2,3,2,7,9,7,12,8,23,16,8,4,3,0,0,0,2,3,4,4,3,3,0,1,0,1,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,298,44,23,487,99,27,556,99,21,193,504,397,91,1,2,1,52,16,1,0,45,26,6,1
0.819342,0.885319,0.31862,0.538299,-1.20723,236,196,12,1.91057,0.364695,9,2,12,13,11,7,11,3,8,3,1,9,4,21,12,17,14,12,6,7,4,4,0,4,7,5,11,2,6,3,4,1,4,3,3,9,5,7,8,17,6,9,2,6,0,0,1,1,3,1,9,2,3,4,0,0,0,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,302,45,18,517,76,20,586,65,25,179,543,386,91,2,2,0,38,27,2,2,39,26,12,1
0.851577,0.869005,0.504181,0.545821,-1.25017,242,198,15,1.62869,0.282444,9,5,8,9,3,6,12,3,2,3,1,9,3,10,11,16,12,8,7,7,6,6,1,6,7,8,9,5,2,4,2,0,2,4,6,5,7,9,11,17,10,11,10,6,1,0,3,2,1,3,3,4,2,4,1,0,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,309,44,12,512,85,16,560,96,20,190,507,367,85,5,4,1,46,21,2,0,37,29,12,0
0.817319,0.853542,0.395532,0.522487,-1.30209,245,188,13,1.61747,0.259885,2,3,9,9,9,7,6,6,8,2,4,8,7,9,15,18,10,13,9,10,4,5,5,3,9,10,9,6,5,2,4,1,1,0,5,4,7,11,6,18,4,6,4,5,2,2,0,0,1,1,4,4,5,3,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,309,43,13,511,84,18,561,83,32,151,523,426,89,3,0,3,38,28,2,1,34,31,9,4
0.798904,0.851408,0.457608,0.508424,-1.28851,227,186,15,1.6099,0.237776,6,6,6,7,16,9,12,3,7,2,3,7,3,4,8,15,10,16,12,18,5,7,1,0,3,3,9,9,6,9,7,3,3,5,3,8,7,12,10,15,6,10,2,4,0,0,2,2,4,0,4,2,4,3,1,2,0,2,0,1,1,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,303,48,14,509,82,22,565,72,39,204,555,401,91,2,0,2,37,27,1,4,35,26,14,3
0.837452,0.86055,0.4711,0.543168,-1.3638,236,187,19,1.40862,0.183085,6,4,10,9,11,7,7,4,3,3,0,4,5,16,9,12,16,8,8,16,4,3,4,3,13,5,6,2,4,3,3,3,1,1,4,5,6,12,9,10,3,10,4,0,1,1,3,2,2,2,1,2,1,2,2,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,309,38,18,517,77,19,557,97,22,160,520,370,89,1,5,0,36,31,2,0,28,35,11,4
0.786683,0.844797,0.416311,0.501589,-1.26021,215,182,16,1.55487,0.258426,6,3,11,12,10,4,12,4,3,5,3,8,9,14,8,17,13,17,9,7,5,8,1,2,7,15,7,3,8,5,2,4,2,4,4,3,7,12,16,18,10,13,6,4,0,1,1,1,3,1,2,3,2,1,3,0,0,0,1,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,295,50,20,499,89,25,551,87,38,128,557,352,90,3,2,0,43,21,1,4,32,31,13,2
0.815308,0.84715,0.310805,0.500642,-1.22078,230,192,10,1.56864,0.331474,4,6,10,9,14,4,6,5,4,1,5,4,2,16,6,23,5,17,8,5,2,6,3,2,4,5,5,2,6,1,7,0,1,1,3,8,5,10,1,10,7,9,5,1,2,0,0,1,1,3,3,1,2,2,1,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,304,54,7,488,99,26,568,87,21,189,556,386,88,5,2,0,49,19,0,1,49,21,7,1
0.824275,0.861973,0.354222,0.521473,-1.22802,233,199,16,1.66473,0.288077,5,4,8,4,5,8,10,2,1,1,3,5,6,6,6,19,6,13,7,8,4,4,7,1,6,4,6,4,4,3,3,1,0,3,2,3,8,10,12,16,10,14,8,3,0,1,0,0,1,1,2,5,5,1,0,2,0,1,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,297,53,15,508,79,26,558,86,32,193,556,395,87,5,1,2,40,24,4,1,35,33,9,1
0.844214,0.841747,0.405949,0.528288,-1.28909,237,183,10,1.69533,0.254322,4,2,7,8,17,8,8,4,11,1,1,6,1,7,15,17,10,11,4,9,4,7,2,4,7,4,12,4,8,4,5,4,4,6,2,7,7,12,7,14,7,9,4,4,4,0,2,2,3,1,5,3,3,5,1,0,1,2,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,294,56,15,494,90,29,552,87,37,168,569,391,90,3,0,2,50,17,1,1,41,28,9,0
0.818944,0.867648,0.332015,0.52665,-1.21776,243,186,10,1.57678,0.291204,5,1,6,4,15,8,5,8,5,3,0,5,5,21,11,12,8,10,9,6,5,3,3,3,6,9,10,9,18,2,5,0,4,2,2,5,7,16,9,13,5,13,9,4,0,1,1,0,4,1,4,1,4,1,0,0,0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,298,51,16,509,79,25,561,92,23,187,518,419,91,2,2,0,34,29,5,1,26,33,15,4
0.829023,0.857646,0.333802,0.535256,-1.38345,236,196,12,1.92351,0.229915,4,4,15,8,7,2,11,3,7,1,1,6,5,14,7,11,15,11,12,8,8,4,3,2,4,6,6,5,10,2,5,1,1,8,3,6,14,8,7,15,9,12,2,3,0,1,2,2,3,0,5,3,2,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,60,16,495,99,19,560,83,33,180,531,404,89,2,2,2,50,17,1,1,40,29,7,2
0.821394,0.880364,0.566156,0.537528,-1.21533,243,196,20,1.60285,0.275097,5,2,11,4,15,8,9,2,5,1,3,7,12,5,8,16,13,12,9,11,6,4,2,4,6,3,3,3,5,1,4,1,1,2,3,4,7,10,8,15,6,3,8,5,1,0,0,2,0,0,2,4,1,3,2,0,0,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,292,59,14,517,71,25,583,63,30,196,516,373,84,6,2,3,48,19,2,0,46,18,11,3
0.834464,0.83145,0.583584,0.536123,-1.32332,243,183,20,1.64072,0.269889,7,8,3,6,6,5,9,3,4,3,0,9,3,16,2,14,18,10,3,9,3,4,2,3,5,1,12,4,3,4,6,0,4,2,4,6,8,8,8,14,9,8,6,3,1,0,1,5,4,3,7,3,3,0,1,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,308,48,9,516,81,16,563,86,27,184,548,404,89,2,3,1,43,25,1,0,38,31,8,1
0.835392,0.884086,0.398553,0.543183,-1.14316,235,193,14,1.72323,0.375001,9,5,10,13,9,7,9,5,7,4,1,9,5,12,9,16,11,12,11,9,4,7,7,6,5,3,8,4,5,2,2,4,1,2,3,9,5,15,6,19,9,3,4,3,0,1,4,3,2,3,4,6,4,2,1,3,1,2,2,3,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,303,52,10,509,77,27,573,75,28,189,563,394,90,1,2,2,39,27,1,2,42,27,8,1
0.798861,0.871572,0.312554,0.532908,-1.34664,229,194,9,1.7663,0.23235,6,8,2,7,13,4,7,5,5,2,0,5,5,9,9,10,6,17,6,12,2,6,2,3,9,4,7,9,5,9,7,0,3,3,5,6,10,7,15,14,11,5,9,6,1,0,0,1,1,0,1,3,2,1,0,0,1,1,3,4,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,294,55,16,505,83,25,558,97,21,207,542,325,85,1,6,3,52,13,4,0,39,25,11,3
0.858148,0.883967,0.576643,0.55759,-1.22676,260,191,16,1.70255,0.284873,5,6,13,10,11,9,3,4,2,2,1,7,2,14,10,13,14,20,13,12,1,7,2,3,6,4,7,7,4,2,1,3,1,5,2,7,7,5,8,10,6,8,3,2,0,0,2,2,2,3,1,3,4,1,1,0,0,1,0,4,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,299,53,13,493,85,35,554,92,30,172,546,414,91,1,1,2,39,24,4,2,44,23,10,1
0.804428,0.868078,0.559666,0.534005,-1.23985,223,193,18,1.53552,0.279365,8,3,12,9,11,2,6,4,6,2,3,5,4,10,7,15,17,14,7,9,2,6,2,4,3,3,3,4,5,2,1,5,1,0,2,8,4,4,13,12,12,5,5,5,0,1,1,2,2,1,1,5,6,1,1,0,3,2,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,299,50,16,507,78,28,575,77,24,200,536,356,86,5,1,3,41,24,2,2,39,27,9,3
0.833075,0.884363,0.538308,0.554411,-1.23387,235,201,17,1.52781,0.25749,3,5,11,7,12,10,8,0,2,3,2,7,5,9,10,21,5,14,10,9,4,6,1,2,6,3,5,3,5,0,3,2,4,4,3,6,3,6,7,29,14,6,6,6,1,1,3,1,2,0,4,1,2,0,0,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,41,7,530,70,13,567,79,30,183,592,374,87,3,3,2,32,35,1,1,34,31,11,2
0.845871,0.889885,0.481972,0.562624,-1.22704,237,200,14,1.51887,0.268563,7,4,11,2,13,5,7,2,5,3,1,6,5,5,7,15,14,9,8,9,3,5,4,7,9,2,9,7,8,2,3,3,3,2,8,5,9,10,8,11,13,10,3,4,1,1,2,2,3,0,4,1,3,2,2,2,0,0,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300,51,14,517,76,20,549,102,25,189,561,401,90,2,3,0,45,21,1,2,47,23,8,0
0.789063,0.870478,0.362509,0.525807,-1.27385,225,188,13,1.44956,0.266432,6,7,11,12,12,3,8,10,7,2,2,10,6,15,11,16,10,16,3,4,8,1,3,1,5,4,11,2,12,5,3,3,1,5,4,6,6,10,11,17,6,11,5,6,1,1,0,2,2,1,2,2,2,1,1,0,0,1,1,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,277,63,25,509,84,20,568,74,34,168,550,376,88,3,3,1,43,25,1,0,37,31,10,0
0.876109,0.874058,0.474649,0.568349,-1.22002,254,189,10,1.75594,0.290877,5,3,16,15,9,8,8,5,6,0,3,6,7,15,12,20,14,10,6,5,8,3,4,3,4,8,7,4,6,7,4,4,3,4,2,8,9,9,11,18,9,8,4,3,0,3,2,1,5,0,3,2,5,2,3,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,284,63,18,520,77,16,556,88,32,194,551,395,86,3,3,3,35,24,6,4,41,25,7,5
0.808605,0.867396,0.58164,0.524623,-1.21604,220,191,18,1.88101,0.3189,6,5,6,9,7,5,5,4,9,2,2,9,8,14,7,13,11,11,9,8,6,4,4,2,3,4,6,2,7,4,5,3,3,5,5,7,7,9,7,11,8,11,9,4,1,0,5,0,4,1,1,3,2,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301,49,15,503,90,20,558,83,35,173,528,414,85,7,2,1,41,26,2,0,41,28,7,2
0.831685,0.857833,0.341602,0.53224,-1.26188,250,192,14,1.85657,0.283596,5,3,13,12,18,10,5,6,3,1,0,8,4,6,7,11,15,13,4,5,3,6,4,3,4,6,5,3,6,3,4,0,2,3,2,13,7,11,6,16,10,14,7,3,0,0,2,3,0,0,5,2,2,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,302,48,15,493,98,22,567,90,19,169,596,410,89,3,1,2,46,20,3,0,35,27,15,1
0.823716,0.864154,0.391851,0.537099,-1.35517,222,188,12,1.87722,0.265957,2,5,11,10,13,2,10,4,1,2,1,3,2,18,16,21,21,17,10,14,3,6,3,2,6,3,6,10,3,4,6,4,1,3,3,7,2,8,7,8,9,7,4,6,0,0,4,1,2,2,4,4,3,1,1,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,296,51,18,511,78,24,565,84,27,179,576,394,91,0,1,3,45,19,4,1,35,23,18,2
