# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = ppc_model
# start_datetime = 2022-07-15 20:21:25 UTC
# method = generate_quantities
#   generate_quantities
#     fitted_params = fit-1.csv
# id = 1 (Default)
# data
#   file = calibration.json
# init = 2 (Default)
# random
#   seed = 179273488 (Default)
# output
#   file = ppc-1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
p_MSI_MLH1,p_MSI_MSH2,p_MSI_MSH6,pred_log_risk_ratio_under60,pred_log_risk_ratio_lowrisk,ppc_Dabir_MSI_MLH1,ppc_Dabir_MSI_MSH2,ppc_Dabir_MSI_MSH6,ppc_risk_ratio_under60,ppc_risk_ratio_lowrisk,ppc_PLSD_crc_MLH1_male.1,ppc_PLSD_crc_MLH1_male.2,ppc_PLSD_crc_MLH1_male.3,ppc_PLSD_crc_MLH1_male.4,ppc_PLSD_crc_MLH1_male.5,ppc_PLSD_crc_MLH1_male.6,ppc_PLSD_crc_MLH1_male.7,ppc_PLSD_crc_MLH1_male.8,ppc_PLSD_crc_MLH1_male.9,ppc_PLSD_crc_MLH1_male.10,ppc_PLSD_crc_MLH1_male.11,ppc_PLSD_crc_MLH1_female.1,ppc_PLSD_crc_MLH1_female.2,ppc_PLSD_crc_MLH1_female.3,ppc_PLSD_crc_MLH1_female.4,ppc_PLSD_crc_MLH1_female.5,ppc_PLSD_crc_MLH1_female.6,ppc_PLSD_crc_MLH1_female.7,ppc_PLSD_crc_MLH1_female.8,ppc_PLSD_crc_MLH1_female.9,ppc_PLSD_crc_MLH1_female.10,ppc_PLSD_crc_MLH1_female.11,ppc_PLSD_crc_MSH2_male.1,ppc_PLSD_crc_MSH2_male.2,ppc_PLSD_crc_MSH2_male.3,ppc_PLSD_crc_MSH2_male.4,ppc_PLSD_crc_MSH2_male.5,ppc_PLSD_crc_MSH2_male.6,ppc_PLSD_crc_MSH2_male.7,ppc_PLSD_crc_MSH2_male.8,ppc_PLSD_crc_MSH2_male.9,ppc_PLSD_crc_MSH2_male.10,ppc_PLSD_crc_MSH2_male.11,ppc_PLSD_crc_MSH2_female.1,ppc_PLSD_crc_MSH2_female.2,ppc_PLSD_crc_MSH2_female.3,ppc_PLSD_crc_MSH2_female.4,ppc_PLSD_crc_MSH2_female.5,ppc_PLSD_crc_MSH2_female.6,ppc_PLSD_crc_MSH2_female.7,ppc_PLSD_crc_MSH2_female.8,ppc_PLSD_crc_MSH2_female.9,ppc_PLSD_crc_MSH2_female.10,ppc_PLSD_crc_MSH2_female.11,ppc_PLSD_crc_MSH6_male.1,ppc_PLSD_crc_MSH6_male.2,ppc_PLSD_crc_MSH6_male.3,ppc_PLSD_crc_MSH6_male.4,ppc_PLSD_crc_MSH6_male.5,ppc_PLSD_crc_MSH6_male.6,ppc_PLSD_crc_MSH6_male.7,ppc_PLSD_crc_MSH6_male.8,ppc_PLSD_crc_MSH6_male.9,ppc_PLSD_crc_MSH6_male.10,ppc_PLSD_crc_MSH6_male.11,ppc_PLSD_crc_MSH6_female.1,ppc_PLSD_crc_MSH6_female.2,ppc_PLSD_crc_MSH6_female.3,ppc_PLSD_crc_MSH6_female.4,ppc_PLSD_crc_MSH6_female.5,ppc_PLSD_crc_MSH6_female.6,ppc_PLSD_crc_MSH6_female.7,ppc_PLSD_crc_MSH6_female.8,ppc_PLSD_crc_MSH6_female.9,ppc_PLSD_crc_MSH6_female.10,ppc_PLSD_crc_MSH6_female.11,ppc_PLSD_crc_PMS2.1,ppc_PLSD_crc_PMS2.2,ppc_PLSD_crc_PMS2.3,ppc_PLSD_crc_PMS2.4,ppc_PLSD_crc_PMS2.5,ppc_PLSD_crc_PMS2.6,ppc_PLSD_crc_PMS2.7,ppc_PLSD_crc_PMS2.8,ppc_PLSD_crc_PMS2.9,ppc_PLSD_crc_PMS2.10,ppc_PLSD_crc_PMS2.11,ppc_Germany_index_findings.1,ppc_Germany_index_findings.2,ppc_Germany_index_findings.3,ppc_Netherlands_index_findings.1,ppc_Netherlands_index_findings.2,ppc_Netherlands_index_findings.3,ppc_Finland_index_findings.1,ppc_Finland_index_findings.2,ppc_Finland_index_findings.3,ppc_Germany_fu_adenomas,ppc_Netherlands_fu_adenomas,ppc_Finland_fu_adenomas,ppc_Germany_fu_crc.1,ppc_Germany_fu_crc.2,ppc_Germany_fu_crc.3,ppc_Germany_fu_crc.4,ppc_Netherlands_fu_crc.1,ppc_Netherlands_fu_crc.2,ppc_Netherlands_fu_crc.3,ppc_Netherlands_fu_crc.4,ppc_Finland_fu_crc.1,ppc_Finland_fu_crc.2,ppc_Finland_fu_crc.3,ppc_Finland_fu_crc.4
0.828497,0.858667,0.539294,0.52295,-1.16804,238,192,20,1.7541,0.313644,0,8,11,5,14,8,3,4,4,6,1,11,6,9,7,17,13,9,9,5,6,6,1,2,3,7,5,6,10,4,5,0,3,10,3,7,2,14,7,13,5,8,4,3,0,0,0,0,1,2,9,6,2,2,1,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,301,49,15,517,70,26,574,79,23,150,533,421,85,6,4,0,41,25,1,2,36,29,12,1
0.837139,0.876503,0.3686,0.551785,-1.37305,244,197,14,1.83623,0.243804,8,9,13,4,5,10,2,2,6,4,1,13,5,15,20,22,11,10,9,16,7,6,1,3,13,7,5,5,5,4,7,1,3,3,4,9,7,11,8,21,9,12,4,3,2,1,4,5,2,3,5,2,0,3,2,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,316,36,13,508,87,18,566,86,24,179,539,366,92,1,2,0,44,25,0,0,29,31,16,2
0.847161,0.84404,0.5731,0.541005,-1.25955,226,189,21,2.15458,0.291569,4,5,10,12,11,8,7,7,5,4,1,14,6,12,9,14,12,18,14,8,5,6,2,6,5,3,8,4,16,2,4,3,0,10,3,7,11,13,5,14,6,7,4,5,0,1,1,3,2,3,7,4,2,3,1,2,0,1,1,2,1,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,295,58,12,489,88,36,554,93,29,171,532,368,88,3,1,3,47,19,3,0,42,23,11,2
0.853142,0.880998,0.392929,0.557046,-1.29178,238,202,14,1.93876,0.245245,12,9,11,5,8,6,12,2,6,2,0,8,3,15,13,15,19,18,6,7,7,6,1,3,13,3,9,4,7,4,1,1,2,2,1,13,8,7,6,16,7,12,3,7,0,4,3,0,4,1,2,3,4,0,3,0,2,1,1,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,303,46,16,519,75,19,566,76,34,204,512,344,88,2,4,1,38,26,5,0,34,28,15,1
0.806995,0.828364,0.40242,0.510851,-1.35532,242,185,17,1.72402,0.214774,6,5,9,9,17,8,9,4,6,1,1,4,4,14,15,16,10,17,16,6,3,4,4,4,7,2,11,4,9,5,5,0,1,5,2,7,1,13,8,13,12,4,6,4,2,1,2,1,2,1,1,2,5,1,0,1,2,8,2,2,3,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,300,47,18,494,81,38,552,89,35,155,523,364,90,4,0,1,42,22,1,4,39,29,8,2
0.814055,0.853198,0.382468,0.52161,-1.2763,232,183,11,1.71591,0.265825,8,2,18,6,13,5,10,7,8,1,2,9,2,10,11,15,11,15,8,14,9,5,1,1,4,4,6,3,12,2,3,4,0,5,2,14,5,11,11,15,13,8,10,5,0,0,2,1,2,1,3,4,6,2,0,0,0,3,2,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,300,48,17,519,74,20,566,80,30,177,515,370,84,7,3,1,35,33,1,0,31,37,8,2
0.812248,0.854109,0.400826,0.508226,-1.21687,230,183,11,1.89824,0.339751,3,1,13,12,15,4,11,5,12,2,0,8,7,11,9,12,11,13,14,7,1,4,5,5,6,1,8,5,8,6,5,1,1,3,2,11,5,16,9,17,8,10,4,5,0,0,1,1,0,0,4,4,4,2,2,1,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,292,57,16,503,87,23,563,69,44,185,544,376,91,2,0,2,50,15,4,0,37,29,10,2
0.817913,0.881593,0.318813,0.540419,-1.33169,218,199,10,1.65204,0.278511,6,4,9,6,13,4,8,4,3,3,4,8,3,16,7,17,12,8,12,12,5,4,3,4,5,6,8,8,5,5,4,1,3,2,5,5,8,10,9,10,14,21,5,4,1,0,4,2,1,2,4,5,1,2,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,299,53,13,495,89,29,585,59,32,226,536,369,87,1,6,1,45,21,3,0,35,32,8,3
0.803964,0.853411,0.441889,0.517351,-1.31274,236,188,14,1.77004,0.286833,4,2,12,8,7,13,9,1,4,2,3,7,4,14,3,14,10,13,7,12,5,4,2,0,5,6,7,5,10,4,4,4,1,3,3,4,7,14,6,11,11,7,6,2,2,0,1,2,5,0,4,3,1,2,2,1,2,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,45,14,500,91,22,572,77,27,191,532,357,89,1,2,3,46,22,1,0,33,25,17,3
0.833348,0.880154,0.375944,0.550159,-1.24977,241,187,8,1.56988,0.326064,5,7,11,19,14,12,7,7,5,0,0,8,7,12,11,14,6,11,12,13,7,4,6,4,4,4,6,6,6,5,1,5,2,6,4,12,6,7,4,10,12,12,3,5,1,0,2,3,3,2,7,2,2,3,3,0,0,3,2,2,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,291,52,22,519,70,24,570,77,29,194,556,416,84,6,2,3,37,26,2,4,38,30,8,2
0.820909,0.882191,0.310166,0.545368,-1.2421,233,200,13,1.59318,0.313623,4,4,15,7,13,8,6,4,6,5,1,10,5,10,4,13,15,20,9,10,1,2,4,3,8,8,9,1,5,4,2,3,3,2,3,8,9,11,13,7,12,15,4,7,1,1,1,2,0,1,3,1,3,1,1,1,0,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305,46,14,503,85,25,588,67,21,206,550,383,87,3,2,3,34,34,0,1,46,25,6,1
0.811982,0.872562,0.386827,0.514952,-1.21262,227,194,15,1.60956,0.310783,6,9,10,14,10,8,9,5,5,3,1,6,6,13,11,19,12,8,8,10,10,2,2,8,6,3,7,3,8,3,1,2,1,2,3,12,3,9,8,14,6,15,6,8,0,0,1,1,3,2,6,2,1,3,3,1,0,0,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,299,51,15,502,90,21,542,99,35,173,585,398,89,2,4,0,39,23,5,2,42,30,6,0
0.842537,0.869572,0.469654,0.545175,-1.29323,243,197,16,1.88771,0.314663,6,8,11,10,10,8,9,5,3,2,1,8,11,14,12,17,14,16,12,7,6,4,3,3,8,3,7,8,6,4,1,2,4,3,2,4,9,11,10,14,11,10,3,6,0,2,1,3,2,0,2,2,4,1,2,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,50,14,505,84,24,558,94,24,171,537,416,90,2,0,3,34,30,4,1,29,29,19,1
0.837939,0.881756,0.546484,0.551996,-1.26286,240,192,12,1.83441,0.263677,6,4,10,6,15,6,7,4,3,2,3,5,6,10,9,10,8,14,8,7,1,6,7,1,6,4,9,7,3,5,3,2,0,6,6,6,1,14,9,16,7,16,4,5,1,1,1,2,4,1,4,2,5,2,0,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,292,58,15,502,88,23,551,94,31,214,583,360,90,5,0,0,39,28,0,2,41,30,6,1
0.846667,0.891601,0.352924,0.55896,-1.25417,246,187,12,1.66323,0.318901,3,5,7,5,11,10,8,5,3,2,3,6,7,13,13,17,14,13,6,11,1,3,2,3,3,3,7,8,3,1,2,2,0,5,2,8,7,16,8,8,11,6,4,2,0,3,4,1,2,1,4,2,3,1,3,0,1,0,0,0,2,0,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,292,62,11,500,81,32,567,85,24,151,497,362,87,7,0,1,43,22,3,1,34,34,8,2
0.799969,0.849092,0.341187,0.505031,-1.27984,238,180,9,1.91384,0.270513,3,3,7,7,9,3,5,2,3,0,3,2,6,6,11,9,11,12,10,10,5,4,1,1,4,5,12,4,8,2,0,1,3,5,0,7,5,4,10,19,8,8,4,3,0,0,1,0,4,2,1,0,2,4,1,1,1,2,0,0,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,296,59,10,533,62,18,567,82,27,193,543,361,86,5,1,3,38,29,2,0,35,22,17,4
0.860526,0.877284,0.556623,0.554446,-1.1889,248,194,16,1.59265,0.269084,2,4,4,6,14,11,9,8,5,3,0,3,6,12,6,18,16,14,5,19,6,5,2,3,3,5,5,9,3,2,4,2,0,4,3,6,8,13,9,16,3,15,3,1,0,1,1,0,1,3,6,3,2,1,2,1,2,2,0,2,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,304,51,10,516,81,16,557,96,23,195,547,434,90,0,2,3,37,28,4,0,42,30,6,0
0.799346,0.86661,0.387914,0.514545,-1.20518,230,199,14,1.44383,0.247266,4,8,9,9,8,5,5,3,5,1,1,6,1,12,13,16,9,8,6,6,4,5,3,0,4,4,12,9,6,3,2,1,2,7,2,6,9,6,9,25,11,10,9,2,1,1,3,2,1,0,1,2,4,0,0,1,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,297,54,14,509,79,25,561,88,27,177,534,381,88,4,0,3,41,23,3,2,42,24,9,3
0.817401,0.862257,0.390201,0.516918,-1.32635,253,195,18,1.46367,0.295551,4,8,10,7,7,5,5,7,6,5,2,7,4,12,14,17,17,14,7,13,4,3,4,1,5,6,12,7,8,1,5,3,0,3,4,8,11,16,13,19,8,10,7,4,1,2,1,5,3,0,4,6,6,1,4,0,1,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,298,50,17,513,83,17,562,86,28,183,549,357,83,5,5,2,37,28,3,1,36,34,6,2
0.840414,0.85782,0.38373,0.527889,-1.30844,248,188,20,1.4714,0.223958,6,7,14,11,8,9,5,5,2,4,0,6,3,10,8,18,9,12,11,15,5,4,3,4,13,5,11,6,11,1,2,2,3,5,0,5,4,10,5,19,5,15,5,5,3,0,2,1,1,5,4,4,3,3,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,293,63,9,495,98,20,555,94,27,199,571,354,89,4,2,0,37,29,2,1,40,27,9,2
0.856437,0.881371,0.45131,0.55591,-1.34585,235,196,13,1.76969,0.305648,5,1,3,8,7,9,9,2,3,4,1,4,9,9,10,17,12,22,9,9,2,5,4,9,10,4,9,5,5,2,3,3,0,2,5,16,9,15,14,15,8,8,6,2,1,3,0,0,2,1,3,0,1,0,3,1,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,285,68,12,484,102,27,579,65,32,229,516,381,87,4,4,0,35,31,2,1,22,41,11,4
0.822582,0.864592,0.406315,0.51884,-1.11396,242,194,12,1.82718,0.291167,6,4,12,9,8,6,8,4,3,2,2,3,5,10,8,15,12,13,3,14,3,6,2,1,10,5,14,6,5,2,4,2,1,7,1,7,6,6,11,13,10,13,10,5,0,0,1,2,4,2,6,4,5,0,2,0,0,2,0,1,0,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,298,58,9,516,74,23,544,99,33,184,528,437,88,2,4,1,47,17,5,0,40,32,5,1
0.86132,0.851869,0.478898,0.549853,-1.32548,255,201,13,1.77732,0.251895,6,12,8,7,13,9,7,5,3,0,1,8,2,11,13,15,13,17,12,15,6,4,1,2,5,3,5,9,8,4,2,2,3,2,2,10,8,14,15,6,9,7,4,6,1,2,2,0,3,3,3,2,2,2,0,0,0,2,3,2,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,308,46,11,518,81,14,562,85,29,200,548,419,91,2,2,0,43,23,1,2,35,30,10,3
0.794013,0.866513,0.459081,0.513802,-1.19721,229,194,16,1.5966,0.359274,7,2,10,11,8,11,5,5,2,1,3,5,6,11,8,11,10,9,7,11,6,2,7,4,9,2,13,6,6,0,1,0,2,6,1,6,3,8,9,12,2,10,3,4,0,0,1,1,1,0,6,3,3,2,0,1,0,1,1,3,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,296,56,13,501,73,39,572,76,28,167,488,389,85,4,3,3,50,18,1,0,38,25,12,3
0.826094,0.872917,0.313267,0.53719,-1.3618,239,191,7,1.8404,0.213048,10,4,9,10,19,13,9,4,4,3,2,7,10,14,8,14,13,12,3,15,3,3,3,4,3,2,5,4,9,2,3,1,1,2,2,9,11,7,7,19,7,10,1,1,2,0,2,2,4,2,5,3,6,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,302,50,13,531,68,14,570,80,26,189,534,412,92,1,1,1,47,19,3,0,44,23,10,1
0.843058,0.863508,0.571398,0.5424,-1.29249,241,184,21,2.00273,0.281137,7,7,6,5,6,9,5,3,5,5,1,7,5,14,14,19,16,13,8,8,3,3,3,2,5,4,7,4,7,1,2,4,1,0,0,8,7,14,7,16,10,9,5,4,1,1,0,2,0,0,2,4,1,0,3,2,1,2,3,6,4,3,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,308,47,10,530,58,25,562,87,27,173,543,416,87,4,1,3,39,27,2,1,35,26,15,2
0.799694,0.865766,0.512613,0.530641,-1.298,229,196,19,1.75616,0.280301,4,9,15,6,17,3,5,7,2,1,2,9,7,16,10,18,14,15,5,7,9,4,2,3,4,4,9,4,5,2,7,2,3,7,3,5,9,14,11,13,10,13,7,2,1,0,3,1,2,0,3,2,4,3,0,0,0,1,0,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,305,46,14,524,71,18,577,65,34,196,542,341,84,5,5,1,39,26,3,1,36,29,11,2
